Time,Channel A
(ms),(V)

-0.00173700,1.92327642
-0.00109700,1.74687946
-0.00045700,1.57048249
0.00018300,1.21829891
0.00082300,1.04190195
0.00146300,0.86550492
0.00210300,0.51332134
0.00274300,0.33692434
0.00338300,0.16052736
0.00402300,-0.01525925
0.00466300,-0.19104587
0.00530300,-0.36744285
0.00594300,-0.54383981
0.00658300,-0.89602345
0.00722300,-1.07242048
0.00786300,-1.24881744
0.00850300,-1.42521441
0.00914300,-1.60100102
0.00978300,-1.77739799
0.01042300,-1.95379496
0.01106300,-2.13019204
0.01170300,-2.30597854
0.01234300,-2.48237562
0.01298300,-2.48237562
0.01362300,-2.83516955
0.01426300,-2.83516955
0.01490300,-3.01095605
0.01554300,-3.18735313
0.01618300,-3.18735313
0.01682300,-3.36375022
0.01746300,-3.54014707
0.01810300,-3.71593380
0.01874300,-3.71593380
0.01938300,-3.89233065
0.02002300,-3.89233065
0.02066300,-3.89233065
0.02130300,-4.06872749
0.02194300,-4.24512482
0.02258300,-4.24512482
0.02322300,-4.42091131
0.02386300,-4.42091131
0.02450300,-4.42091131
0.02514300,-4.42091131
0.02578300,-4.59730816
0.02642300,-4.59730816
0.02706300,-4.59730816
0.02770300,-4.59730816
0.02834300,-4.77370548
0.02898300,-4.77370548
0.02962300,-4.77370548
0.03026300,-4.77370548
0.03090300,-4.77370548
0.03154300,-4.59730816
0.03218300,-4.77370548
0.03282300,-4.77370548
0.03346300,-4.59730816
0.03410300,-4.59730816
0.03474300,-4.59730816
0.03538300,-4.42091131
0.03602300,-4.42091131
0.03666300,-4.42091131
0.03730300,-4.42091131
0.03794300,-4.42091131
0.03858300,-4.42091131
0.03922300,-4.24512482
0.03986300,-4.06872749
0.04050300,-4.06872749
0.04114300,-4.06872749
0.04178300,-3.89233065
0.04242300,-3.89233065
0.04306300,-3.89233065
0.04370300,-3.71593380
0.04434300,-3.71593380
0.04498300,-3.71593380
0.04562300,-3.54014707
0.04626300,-3.54014707
0.04690300,-3.36375022
0.04754300,-3.18735313
0.04818300,-3.18735313
0.04882300,-3.01095605
0.04946300,-3.01095605
0.05010300,-2.83516955
0.05074300,-2.83516955
0.05138300,-2.65877247
0.05202300,-2.65877247
0.05266300,-2.48237562
0.05330300,-2.48237562
0.05394300,-2.30597854
0.05458300,-2.30597854
0.05522300,-2.13019204
0.05586300,-1.95379496
0.05650300,-1.95379496
0.05714300,-1.77739799
0.05778300,-1.77739799
0.05842300,-1.77739799
0.05906300,-1.60100102
0.05970300,-1.42521441
0.06034300,-1.24881744
0.06098300,-1.24881744
0.06162300,-1.07242048
0.06226300,-1.07242048
0.06290300,-1.07242048
0.06354300,-0.89602345
0.06418300,-0.72023684
0.06482300,-0.72023684
0.06546300,-0.72023684
0.06610300,-0.54383981
0.06674300,-0.36744285
0.06738300,-0.36744285
0.06802300,-0.36744285
0.06866300,-0.36744285
0.06930300,-0.19104587
0.06994300,-0.19104587
0.07058300,-0.19104587
0.07122300,-0.01525925
0.07186300,-0.01525925
0.07250300,-0.01525925
0.07314300,0.16052736
0.07378300,0.16052736
