Frequency,Channel A

0.00000000,-26.93540955
0.19073486,-33.94029999
0.38146973,-51.87660599
0.57220459,-55.02882004
0.76293945,-55.66939926
0.95367432,-56.75666428
1.14440918,-57.84019470
1.33514404,-65.38317871
1.52587891,-53.21222305
1.71661377,-50.43095398
1.90734863,-55.20360947
2.09808350,-58.93400574
2.28881836,-60.21782303
2.47955322,-59.26052856
2.67028809,-50.11495590
2.86102295,-47.81593323
3.05175781,-51.67711258
3.24249268,-58.75289154
3.43322754,-62.11671829
3.62396240,-57.94202805
3.81469727,-52.82170105
4.00543213,-54.61148071
4.19616699,-57.58090210
4.38690186,-52.23629761
4.57763672,-48.60496902
4.76837158,-47.96072006
4.95910645,-54.80289459
5.14984131,-60.43027496
5.34057617,-64.54178619
5.53131104,-48.67870331
5.72204590,-58.14495468
5.91278076,-47.42121887
6.10351562,-44.96910095
6.29425049,-22.83834457
6.48498535,-3.65895271
6.67572021,3.68166876
6.86645508,2.83584380
7.05718994,-6.55383062
7.24792480,-29.36552048
7.43865967,-48.11923981
7.62939453,-46.81541061
7.82012939,-22.87113380
8.01086426,-6.82932091
8.20159912,-0.83665597
8.39233398,-2.68739963
8.58306885,-12.93743324
8.77380371,-35.17498779
8.96453857,-48.50998306
9.15527344,-50.90662003
9.34600830,-50.38834000
9.53674316,-51.76477432
9.72747803,-57.14135742
9.91821289,-65.97655487
10.10894775,-54.02132416
10.29968262,-57.21938324
10.49041748,-54.65698242
10.68115234,-58.33186340
10.87188721,-55.73188019
11.06262207,-50.86027527
11.25335693,-50.34605026
11.44409180,-56.80514908
11.63482666,-62.16637421
11.82556152,-62.62851334
12.01629639,-63.45408630
12.20703125,-51.14425659
12.39776611,-48.74447632
12.58850098,-53.85591125
12.77923584,-60.94425583
12.96997070,-51.20624161
13.16070557,-48.69297791
13.35144043,-47.74150848
13.54217529,-50.43472672
13.73291016,-50.48128510
13.92364502,-52.34820557
14.11437988,-55.72622681
14.30511475,-52.92739105
14.49584961,-49.01923752
14.68658447,-49.44348907
14.87731934,-55.15602875
15.06805420,-57.26531982
15.25878906,-53.35256577
15.44952393,-52.27020645
15.64025879,-51.32349014
15.83099365,-54.76124191
16.02172852,-57.08597183
16.21246338,-53.89743423
16.40319824,-64.30258179
