Time,Channel A
(ms),(V)

-0.00154600,1.92327642
-0.00090600,1.57048249
-0.00026600,1.39469588
0.00037400,1.04190195
0.00101400,0.68971831
0.00165400,0.51332134
0.00229400,0.33692434
0.00293400,-0.19104587
0.00357400,-0.36744285
0.00421400,-0.54383981
0.00485400,-0.89602345
0.00549400,-1.24881744
0.00613400,-1.42521441
0.00677400,-1.77739799
0.00741400,-2.13019204
0.00805400,-2.30597854
0.00869400,-2.65877247
0.00933400,-2.83516955
0.00997400,-3.01095605
0.01061400,-3.36375022
0.01125400,-3.71593380
0.01189400,-3.89233065
0.01253400,-4.24512482
0.01317400,-4.42091131
0.01381400,-4.59730816
0.01445400,-4.95010233
0.01509400,-5.12588882
0.01573400,-5.30228567
0.01637400,-5.65507984
0.01701400,-5.83086634
0.01765400,-6.00726318
0.01829400,-6.18366051
0.01893400,-6.53584385
0.01957400,-6.71224117
0.02021400,-6.88863802
0.02085400,-7.06503487
0.02149400,-7.24082136
0.02213400,-7.41721869
0.02277400,-7.59361553
0.02341400,-7.59361553
0.02405400,-7.94579935
0.02469400,-7.94579935
0.02533400,-8.12219620
0.02597400,-8.29859352
0.02661400,-8.29859352
0.02725400,-8.47498989
0.02789400,-8.65077686
0.02853400,-8.82717323
0.02917400,-8.82717323
0.02981400,-8.82717323
0.03045400,-8.82717323
0.03109400,-9.00357056
0.03173400,-9.17996788
0.03237400,-9.17996788
0.03301400,-9.17996788
0.03365400,-9.17996788
0.03429400,-9.17996788
0.03493400,-9.35575390
0.03557400,-9.35575390
0.03621400,-9.17996788
0.03685400,-9.35575390
0.03749400,-9.17996788
0.03813400,-9.17996788
0.03877400,-9.17996788
0.03941400,-9.17996788
0.04005400,-9.00357056
0.04069400,-9.00357056
0.04133400,-9.00357056
0.04197400,-9.00357056
0.04261400,-8.82717323
0.04325400,-8.82717323
0.04389400,-8.65077686
0.04453400,-8.65077686
0.04517400,-8.47498989
0.04581400,-8.29859352
0.04645400,-8.12219620
0.04709400,-8.12219620
0.04773400,-7.94579935
0.04837400,-7.94579935
0.04901400,-7.59361553
0.04965400,-7.59361553
0.05029400,-7.41721869
0.05093400,-7.24082136
0.05157400,-6.88863802
0.05221400,-6.88863802
0.05285400,-6.53584385
0.05349400,-6.36005735
0.05413400,-6.18366051
0.05477400,-6.00726318
0.05541400,-5.83086634
0.05605400,-5.65507984
0.05669400,-5.47868299
0.05733400,-5.12588882
0.05797400,-4.95010233
0.05861400,-4.59730816
0.05925400,-4.42091131
0.05989400,-4.24512482
0.06053400,-3.89233065
0.06117400,-3.71593380
0.06181400,-3.54014707
0.06245400,-3.18735313
0.06309400,-3.01095605
0.06373400,-2.65877247
0.06437400,-2.48237562
0.06501400,-2.30597854
0.06565400,-1.95379496
0.06629400,-1.60100102
0.06693400,-1.42521441
0.06757400,-1.07242048
0.06821400,-0.89602345
0.06885400,-0.54383981
0.06949400,-0.36744285
0.07013400,-0.01525925
0.07077400,0.16052736
0.07141400,0.51332134
0.07205400,0.68971831
0.07269400,1.04190195
0.07333400,1.21829891
0.07397400,1.57048249
