Time,Channel A
(ms),(V)

-0.00148700,1.92327642
-0.00084700,1.74687946
-0.00020700,1.39469588
0.00043300,1.04190195
0.00107300,0.86550492
0.00171300,0.51332134
0.00235300,0.16052736
0.00299300,-0.01525925
0.00363300,-0.36744285
0.00427300,-0.72023684
0.00491300,-0.89602345
0.00555300,-1.24881744
0.00619300,-1.60100102
0.00683300,-1.77739799
0.00747300,-1.95379496
0.00811300,-2.30597854
0.00875300,-2.65877247
0.00939300,-2.83516955
0.01003300,-3.18735313
0.01067300,-3.36375022
0.01131300,-3.71593380
0.01195300,-3.89233065
0.01259300,-4.24512482
0.01323300,-4.59730816
0.01387300,-4.59730816
0.01451300,-4.95010233
0.01515300,-5.30228567
0.01579300,-5.47868299
0.01643300,-5.65507984
0.01707300,-6.00726318
0.01771300,-6.18366051
0.01835300,-6.36005735
0.01899300,-6.71224117
0.01963300,-6.71224117
0.02027300,-6.88863802
0.02091300,-7.06503487
0.02155300,-7.41721869
0.02219300,-7.41721869
0.02283300,-7.59361553
0.02347300,-7.94579935
0.02411300,-7.94579935
0.02475300,-8.12219620
0.02539300,-8.29859352
0.02603300,-8.47498989
0.02667300,-8.47498989
0.02731300,-8.65077686
0.02795300,-8.82717323
0.02859300,-8.82717323
0.02923300,-9.00357056
0.02987300,-9.00357056
0.03051300,-9.17996788
0.03115300,-9.35575390
0.03179300,-9.35575390
0.03243300,-9.35575390
0.03307300,-9.35575390
0.03371300,-9.35575390
0.03435300,-9.35575390
0.03499300,-9.53215122
0.03563300,-9.35575390
0.03627300,-9.53215122
0.03691300,-9.53215122
0.03755300,-9.35575390
0.03819300,-9.35575390
0.03883300,-9.35575390
0.03947300,-9.35575390
0.04011300,-9.35575390
0.04075300,-9.35575390
0.04139300,-9.35575390
0.04203300,-9.17996788
0.04267300,-9.00357056
0.04331300,-9.00357056
0.04395300,-8.82717323
0.04459300,-8.82717323
0.04523300,-8.65077686
0.04587300,-8.65077686
0.04651300,-8.47498989
0.04715300,-8.29859352
0.04779300,-8.12219620
0.04843300,-8.12219620
0.04907300,-7.94579935
0.04971300,-7.77001238
0.05035300,-7.59361553
0.05099300,-7.41721869
0.05163300,-7.24082136
0.05227300,-7.06503487
0.05291300,-6.88863802
0.05355300,-6.71224117
0.05419300,-6.53584385
0.05483300,-6.18366051
0.05547300,-6.00726318
0.05611300,-5.83086634
0.05675300,-5.65507984
0.05739300,-5.30228567
0.05803300,-5.12588882
0.05867300,-4.77370548
0.05931300,-4.59730816
0.05995300,-4.42091131
0.06059300,-4.06872749
0.06123300,-3.89233065
0.06187300,-3.71593380
0.06251300,-3.36375022
0.06315300,-3.01095605
0.06379300,-2.83516955
0.06443300,-2.48237562
0.06507300,-2.30597854
0.06571300,-2.13019204
0.06635300,-1.77739799
0.06699300,-1.60100102
0.06763300,-1.24881744
0.06827300,-0.89602345
0.06891300,-0.72023684
0.06955300,-0.36744285
0.07019300,-0.19104587
0.07083300,0.16052736
0.07147300,0.33692434
0.07211300,0.86550492
0.07275300,1.04190195
0.07339300,1.21829891
0.07403300,1.57048249
