Frequency,Channel A

0.00000000,-28.63243866
0.19073486,-35.52924347
0.38146973,-51.21386719
0.57220459,-55.98005676
0.76293945,-68.50637054
0.95367432,-55.45150757
1.14440918,-52.51037216
1.33514404,-51.13276672
1.52587891,-49.58358765
1.71661377,-51.13708115
1.90734863,-54.84074402
2.09808350,-53.47065353
2.28881836,-58.46103287
2.47955322,-62.22640228
2.67028809,-52.58861542
2.86102295,-49.38343430
3.05175781,-50.84759140
3.24249268,-59.10214233
3.43322754,-69.18545532
3.62396240,-62.90614319
3.81469727,-51.21932220
4.00543213,-53.65110397
4.19616699,-50.19530487
4.38690186,-47.29565048
4.57763672,-58.18402100
4.76837158,-62.16083527
4.95910645,-52.90676880
5.14984131,-52.22635269
5.34057617,-56.83387375
5.53131104,-44.21349335
5.72204590,-13.16368961
5.91278076,1.26802075
6.10351562,5.71974325
6.29425049,2.13373590
6.48498535,-11.00273609
6.67572021,-40.79971313
6.86645508,-59.02502060
7.05718994,-48.51412201
7.24792480,-51.67755890
7.43865967,-71.63268280
7.62939453,-57.22835922
7.82012939,-53.47302246
8.01086426,-55.22222137
8.20159912,-49.25984955
8.39233398,-51.32686234
8.58306885,-61.35661697
8.77380371,-62.16964722
8.96453857,-53.59522247
9.15527344,-53.57181168
9.34600830,-47.62163544
9.53674316,-35.62955856
9.72747803,-21.03369141
9.91821289,-12.39544868
10.10894775,-10.67569542
10.29968262,-15.74243641
10.49041748,-28.02349854
10.68115234,-42.28555298
10.87188721,-50.25950623
11.06262207,-51.36714935
11.25335693,-49.24856567
11.44409180,-54.84346008
11.63482666,-52.50163269
11.82556152,-57.39493561
12.01629639,-54.67190170
12.20703125,-52.12001419
12.39776611,-54.08256149
12.58850098,-54.21185303
12.77923584,-55.11468506
12.96997070,-54.00728607
13.16070557,-61.74042130
13.35144043,-56.29153442
13.54217529,-54.49704742
13.73291016,-52.37451172
13.92364502,-52.28670502
14.11437988,-53.00422668
14.30511475,-53.81840515
14.49584961,-54.46061707
14.68658447,-59.58547211
14.87731934,-57.56609344
15.06805420,-50.57065964
15.25878906,-52.77962112
15.44952393,-68.63168335
15.64025879,-57.07229233
15.83099365,-58.74047852
16.02172852,-63.36236954
16.21246338,-57.33987427
16.40319824,-50.11535263
16.59393311,-51.81528473
16.78466797,-55.31727219
16.97540283,-55.01175308
17.16613770,-57.64332581
17.35687256,-53.38708496
17.54760742,-48.69664001
17.73834229,-50.91825104
17.92907715,-55.12168121
18.11981201,-50.63831711
18.31054688,-53.57873917
18.50128174,-49.29564667
18.69201660,-47.07188034
18.88275146,-49.57351685
19.07348633,-55.12799835
19.26422119,-77.41723633
19.45495605,-59.35702515
19.64569092,-52.70919418
19.83642578,-49.48249817
20.02716064,-49.30197144
20.21789551,-53.52647781
20.40863037,-58.42929077
20.59936523,-52.90161896
20.79010010,-48.94281769
20.98083496,-49.11003876
21.17156982,-51.60702515
21.36230469,-50.66604996
21.55303955,-50.06322479
21.74377441,-55.20406723
21.93450928,-57.85632324
22.12524414,-51.31502151
22.31597900,-62.32205963
22.50671387,-55.06980515
22.69744873,-68.00214386
22.88818359,-54.48523712
23.07891846,-58.19484711
23.26965332,-52.38426971
23.46038818,-47.72605896
23.65112305,-52.53229523
23.84185791,-59.88402557
24.03259277,-55.62515259
24.22332764,-52.79836655
24.41406250,-55.48490143
24.60479736,-60.62853241
24.79553223,-51.29430389
24.98626709,-50.09929276
25.17700195,-54.64025497
25.36773682,-61.10494614
25.55847168,-61.37113190
25.74920654,-57.88274384
25.93994141,-57.03740692
26.13067627,-53.20011902
26.32141113,-49.23305511
26.51214600,-49.85180664
26.70288086,-54.10478210
26.89361572,-61.76749802
27.08435059,-58.57612610
27.27508545,-51.77508545
27.46582031,-51.84693146
27.65655518,-55.95896912
27.84729004,-52.54717255
28.03802490,-54.61875916
28.22875977,-56.07542419
28.41949463,-54.74102402
28.61022949,-60.76064301
28.80096436,-54.59844589
28.99169922,-51.33287430
29.18243408,-54.18905640
29.37316895,-64.80318451
29.56390381,-78.93484497
29.75463867,-57.01133728
29.94537354,-49.42678833
30.13610840,-46.25705338
30.32684326,-45.11868286
30.51757812,-46.32012939
30.70831299,-45.88897705
30.89904785,-48.25069046
31.08978271,-50.26545715
31.28051758,-56.45296478
31.47125244,-51.20951080
31.66198730,-51.79025650
31.85272217,-54.16988373
32.04345703,-53.52628326
32.23419189,-54.05479813
32.42492676,-52.06984711
32.61566162,-53.85269547
32.80639648,-61.10237503
32.99713135,-67.20471954
33.18786621,-68.95078278
33.37860107,-56.69744492
33.56933594,-54.38722229
33.76007080,-57.77873611
33.95080566,-58.60185623
34.14154053,-56.03975296
34.33227539,-54.35207367
34.52301025,-54.70969391
34.71374512,-54.12663269
34.90447998,-53.54099655
35.09521484,-54.62353516
35.28594971,-60.60422897
35.47668457,-65.14138031
35.66741943,-57.58644104
35.85815430,-62.88814163
36.04888916,-57.92770386
36.23962402,-60.37070465
36.43035889,-52.36612320
36.62109375,-54.02964020
36.81182861,-64.43769836
37.00256348,-56.82237244
37.19329834,-57.75236511
37.38403320,-55.53459549
37.57476807,-58.19028473
37.76550293,-61.54443359
37.95623779,-54.03291702
38.14697266,-52.45907211
38.33770752,-53.29648972
38.52844238,-53.89470673
38.71917725,-58.79631424
38.90991211,-58.19657898
39.10064697,-53.40370560
39.29138184,-53.94666290
39.48211670,-53.95626450
39.67285156,-54.18309784
39.86358643,-54.83678436
40.05432129,-57.54297256
40.24505615,-64.22895813
40.43579102,-67.67742920
40.62652588,-81.86744690
40.81726074,-57.02933502
41.00799561,-55.24798584
41.19873047,-56.53432465
41.38946533,-56.31878662
41.58020020,-57.68904114
41.77093506,-52.71618271
41.96166992,-53.54992676
42.15240479,-51.03433228
42.34313965,-47.62522125
42.53387451,-46.46450806
42.72460938,-49.95978928
42.91534424,-56.54273605
43.10607910,-65.29264069
43.29681396,-58.04760361
43.48754883,-52.70960999
43.67828369,-55.06138611
43.86901855,-61.95350266
44.05975342,-53.30906296
44.25048828,-50.40128708
44.44122314,-57.52093506
44.63195801,-61.93246841
44.82269287,-56.05054474
45.01342773,-54.91865158
45.20416260,-51.22315216
45.39489746,-51.02938080
45.58563232,-52.94408798
45.77636719,-51.54386902
45.96710205,-55.97830963
46.15783691,-55.26215363
46.34857178,-50.84317017
46.53930664,-48.67539978
46.73004150,-47.11079407
46.92077637,-47.41851425
47.11151123,-49.83043671
47.30224609,-51.90025330
47.49298096,-52.23172760
47.68371582,-55.23352814
47.87445068,-57.54895020
48.06518555,-52.68862915
48.25592041,-51.36484146
48.44665527,-50.59075165
48.63739014,-48.83085632
48.82812500,-50.49169922
49.01885986,-57.72615051
49.20959473,-65.37036133
49.40032959,-65.59117889
49.59106445,-60.78555298
49.78179932,-59.94308090
49.97253418,-57.76377106
50.16326904,-52.18108749
50.35400391,-50.60605621
50.54473877,-55.50699234
50.73547363,-54.16171265
50.92620850,-48.96010971
51.11694336,-50.36326981
51.30767822,-53.26419830
51.49841309,-52.41505432
51.68914795,-49.96949768
51.87988281,-50.30188751
52.07061768,-53.48343658
52.26135254,-53.15486145
52.45208740,-52.96083832
52.64282227,-53.96337128
52.83355713,-56.63648987
53.02429199,-58.75747681
53.21502686,-62.53276062
53.40576172,-62.92825699
53.59649658,-60.08581161
53.78723145,-59.12886047
53.97796631,-64.17185974
54.16870117,-56.43050385
54.35943604,-49.04846573
54.55017090,-49.05501556
54.74090576,-58.31390762
54.93164062,-56.56010056
55.12237549,-56.16102600
55.31311035,-62.40550995
55.50384521,-53.96637344
55.69458008,-56.05926514
55.88531494,-55.50555420
56.07604980,-54.50004578
56.26678467,-56.37318039
56.45751953,-57.18143845
56.64825439,-60.51839447
56.83898926,-68.66738129
57.02972412,-72.95358276
57.22045898,-67.72588348
57.41119385,-58.34272385
57.60192871,-57.82293320
57.79266357,-51.40472794
57.98339844,-46.87802124
58.17413330,-45.66330719
58.36486816,-47.95915985
58.55560303,-53.81554031
58.74633789,-62.23215103
58.93707275,-56.85739136
59.12780762,-58.69496155
59.31854248,-57.69092178
59.50927734,-52.82835388
59.70001221,-51.10303879
59.89074707,-50.22731781
60.08148193,-51.70132065
60.27221680,-52.10867310
60.46295166,-53.24843597
60.65368652,-61.47924042
60.84442139,-63.66655350
61.03515625,-54.69403076
61.22589111,-52.83325577
61.41662598,-55.50418472
61.60736084,-55.24558640
61.79809570,-54.60362244
61.98883057,-60.78815460
62.17956543,-62.90925980
62.37030029,-57.98480606
62.56103516,-49.46416855
62.75177002,-46.06236267
62.94250488,-48.92771149
63.13323975,-55.67945480
63.32397461,-61.32658386
63.51470947,-56.88169098
63.70544434,-53.22233582
63.89617920,-52.31457520
64.08691406,-52.29793167
64.27764893,-56.14842987
64.46838379,-61.86872101
64.65911865,-52.02514648
64.84985352,-50.29540253
65.04058838,-55.06877518
65.23132324,-57.54993439
65.42205811,-50.78208542
65.61279297,-49.67800140
65.80352783,-50.70427322
65.99426270,-50.89586258
66.18499756,-51.38994598
66.37573242,-55.57998657
66.56646729,-69.56423950
66.75720215,-56.12408447
66.94793701,-50.50693130
67.13867188,-50.36174393
67.32940674,-57.03791046
67.52014160,-56.12151718
67.71087646,-64.89949036
67.90161133,-69.95248413
68.09234619,-60.59301376
68.28308105,-57.19892883
68.47381592,-53.59658813
68.66455078,-55.71760178
68.85528564,-59.43071365
69.04602051,-58.09738159
69.23675537,-63.62997437
69.42749023,-63.04643250
69.61822510,-78.48243713
69.80895996,-52.88683319
69.99969482,-48.62943268
70.19042969,-51.38454819
70.38116455,-55.15930939
70.57189941,-54.39823532
70.76263428,-53.16442490
70.95336914,-53.13603973
71.14410400,-56.13769150
71.33483887,-56.64673233
71.52557373,-54.31164169
71.71630859,-56.90371704
71.90704346,-59.66255951
72.09777832,-60.25077820
72.28851318,-53.77851105
72.47924805,-51.19575500
72.66998291,-53.73589325
72.86071777,-55.08489609
73.05145264,-67.19921112
73.24218750,-52.67772675
73.43292236,-48.94123077
73.62365723,-50.13992310
73.81439209,-51.25770569
74.00512695,-53.73781586
74.19586182,-56.19478226
74.38659668,-54.19496155
74.57733154,-50.80011749
74.76806641,-51.67108917
74.95880127,-57.88955307
75.14953613,-52.74061203
75.34027100,-46.80907440
75.53100586,-48.55915833
75.72174072,-55.66143417
75.91247559,-65.37276459
76.10321045,-59.84168625
76.29394531,-52.20045090
76.48468018,-53.77323914
76.67541504,-54.89192963
76.86614990,-49.34418488
77.05688477,-47.34180832
77.24761963,-48.88576126
77.43835449,-56.31708145
77.62908936,-67.18241882
77.81982422,-67.73328400
78.01055908,-73.10440826
78.20129395,-68.72570038
78.39202881,-76.42597961
78.58276367,-62.25037003
78.77349854,-59.01746750
78.96423340,-56.42122650
79.15496826,-50.36628342
79.34570312,-52.20595551
79.53643799,-67.02047729
79.72717285,-53.78212738
79.91790771,-52.55763626
80.10864258,-55.65689850
80.29937744,-55.63785553
80.49011230,-51.88400650
80.68084717,-52.36029053
80.87158203,-56.48113251
81.06231689,-60.62446976
81.25305176,-55.04268265
81.44378662,-50.60819244
81.63452148,-52.53212357
81.82525635,-55.56802368
82.01599121,-53.37316895
82.20672607,-54.29954147
82.39746094,-58.67242432
82.58819580,-60.92308426
82.77893066,-54.32458496
82.96966553,-50.27633667
83.16040039,-52.55885315
83.35113525,-50.18600845
83.54187012,-54.00661850
83.73260498,-58.44730377
83.92333984,-53.43471146
84.11407471,-55.69389725
84.30480957,-55.51322937
84.49554443,-54.15603256
84.68627930,-56.55522919
84.87701416,-60.07555389
85.06774902,-67.37905884
85.25848389,-67.93397522
85.44921875,-67.16240692
85.63995361,-63.51902771
85.83068848,-65.96502686
86.02142334,-59.00662231
86.21215820,-58.40399170
86.40289307,-53.98157120
86.59362793,-55.41219711
86.78436279,-69.60443115
86.97509766,-76.34267426
87.16583252,-66.43075562
87.35656738,-62.42223740
87.54730225,-60.60330200
87.73803711,-57.46692657
87.92877197,-60.91751480
88.11950684,-57.72563553
88.31024170,-52.40594864
88.50097656,-56.34777832
88.69171143,-70.72257233
88.88244629,-57.64152908
89.07318115,-54.18972778
89.26391602,-53.64121246
89.45465088,-72.36830902
89.64538574,-60.74381256
89.83612061,-65.09943390
90.02685547,-57.59259796
90.21759033,-57.65769958
90.40832520,-56.49165344
90.59906006,-55.60917282
90.78979492,-55.40102386
90.98052979,-52.77712250
91.17126465,-55.75737762
91.36199951,-52.72653961
91.55273438,-47.96467590
91.74346924,-48.41799164
91.93420410,-49.52135468
92.12493896,-51.19369125
92.31567383,-54.69616699
92.50640869,-58.83301544
92.69714355,-60.15785599
92.88787842,-62.68710709
93.07861328,-77.72363281
93.26934814,-59.80996704
93.46008301,-53.31956482
93.65081787,-54.39648056
93.84155273,-65.38510132
94.03228760,-67.02311707
94.22302246,-69.33712769
94.41375732,-59.56926727
94.60449219,-60.63396072
94.79522705,-55.48777771
94.98596191,-53.99282074
95.17669678,-51.32688522
95.36743164,-52.88065338
95.55816650,-61.80750275
95.74890137,-67.57212830
95.93963623,-54.04670334
96.13037109,-52.18678284
96.32110596,-50.27447510
96.51184082,-49.11644363
96.70257568,-50.04145050
96.89331055,-55.39606476
97.08404541,-57.11282349
97.27478027,-62.49411774
97.46551514,-53.51541519
97.65625000,-52.69806290
97.84698486,-55.73131561
98.03771973,-52.96953201
98.22845459,-55.27267456
98.41918945,-60.04277802
98.60992432,-59.22520065
98.80065918,-61.14540863
98.99139404,-59.69886017
99.18212891,-51.94912720
99.37286377,-48.64827728
99.56359863,-50.01252747
99.75433350,-53.15075302
99.94506836,-56.32119751
100.13580322,-54.89093399
100.32653809,-53.28643417
100.51727295,-56.41085052
100.70800781,-53.16696930
100.89874268,-56.41420746
101.08947754,-64.07280731
101.28021240,-56.99945068
101.47094727,-57.56679916
101.66168213,-59.33922195
101.85241699,-61.75960541
102.04315186,-67.51170349
102.23388672,-57.78087234
102.42462158,-54.89271545
102.61535645,-63.64619827
102.80609131,-54.17771912
102.99682617,-51.27875519
103.18756104,-55.61444855
103.37829590,-65.15745544
103.56903076,-60.83137894
103.75976562,-57.94783783
103.95050049,-52.70761490
104.14123535,-48.62513733
104.33197021,-48.85063934
104.52270508,-51.03099060
104.71343994,-55.89099884
104.90417480,-58.71368790
105.09490967,-57.67118073
105.28564453,-54.05127716
105.47637939,-55.92939758
105.66711426,-65.69777679
105.85784912,-77.95787048
106.04858398,-73.06878662
106.23931885,-65.25420380
106.43005371,-59.30908203
106.62078857,-59.15759659
106.81152344,-53.74257660
107.00225830,-53.14891052
107.19299316,-51.51834106
107.38372803,-49.07072067
107.57446289,-48.62808228
107.76519775,-51.06887817
107.95593262,-58.62122345
108.14666748,-57.30646133
108.33740234,-51.72503662
108.52813721,-49.00683594
108.71887207,-51.22640991
108.90960693,-59.46925735
109.10034180,-54.24016953
109.29107666,-50.04438400
109.48181152,-51.01890945
109.67254639,-62.20449066
109.86328125,-60.78699493
110.05401611,-58.55408096
110.24475098,-56.08269119
110.43548584,-54.23241425
110.62622070,-54.41129684
110.81695557,-55.04067993
111.00769043,-57.06091309
111.19842529,-56.56439972
111.38916016,-56.46906281
111.57989502,-56.43064499
111.77062988,-53.86576843
111.96136475,-52.22222137
112.15209961,-51.81871796
112.34283447,-52.61281586
112.53356934,-55.03688431
112.72430420,-61.78256226
112.91503906,-55.90737152
113.10577393,-53.02851105
113.29650879,-55.56240463
113.48724365,-51.28160095
113.67797852,-51.16543198
113.86871338,-57.53072357
114.05944824,-64.67396545
114.25018311,-58.29117584
114.44091797,-61.02514648
114.63165283,-56.79315948
114.82238770,-51.20993042
115.01312256,-54.45401764
115.20385742,-57.49202728
115.39459229,-56.16037750
115.58532715,-59.00749588
115.77606201,-67.10086060
115.96679688,-57.65618134
116.15753174,-60.99013519
116.34826660,-59.88471222
116.53900146,-71.47673798
116.72973633,-57.33854675
116.92047119,-50.75949097
117.11120605,-46.49406815
117.30194092,-45.77994537
117.49267578,-47.20589066
117.68341064,-49.08111954
117.87414551,-51.46732330
118.06488037,-56.41632080
118.25561523,-59.93915558
118.44635010,-51.83565521
118.63708496,-54.48897934
118.82781982,-64.42591858
119.01855469,-57.80365372
119.20928955,-54.39086533
119.40002441,-53.70134735
119.59075928,-53.61082458
119.78149414,-53.28427124
119.97222900,-51.49310684
120.16296387,-51.07575989
120.35369873,-53.79512024
120.54443359,-58.73587799
120.73516846,-53.75004196
120.92590332,-48.03970337
121.11663818,-49.75547409
121.30737305,-64.41485596
121.49810791,-51.62649155
121.68884277,-48.84869385
121.87957764,-53.67375183
122.07031250,-53.44947815
122.26104736,-57.50168610
122.45178223,-60.74103928
122.64251709,-58.09007645
122.83325195,-61.95752716
123.02398682,-68.79508209
123.21472168,-59.21669388
123.40545654,-61.51194000
123.59619141,-59.60464859
123.78692627,-55.80448914
123.97766113,-58.52153397
124.16839600,-57.74110413
124.35913086,-56.99519348
124.54986572,-59.71534729
124.74060059,-56.30168152
124.93133545,-54.98812866
125.12207031,-58.46309662
125.31280518,-57.24246979
125.50354004,-53.68013382
125.69427490,-53.84079742
125.88500977,-51.77000046
126.07574463,-49.94537354
126.26647949,-50.23619080
126.45721436,-53.25883484
126.64794922,-55.11615372
126.83868408,-61.41880035
127.02941895,-52.89424133
127.22015381,-53.51057053
127.41088867,-75.34470367
127.60162354,-57.55848312
127.79235840,-59.65061188
127.98309326,-60.76049805
128.17382812,-55.37672424
128.36456299,-57.34621048
128.55529785,-65.94232941
128.74603271,-83.50051880
128.93676758,-56.72164154
129.12750244,-52.47782898
129.31823730,-55.37621307
129.50897217,-66.28052521
129.69970703,-61.16359711
129.89044189,-61.69587708
130.08117676,-62.58901215
130.27191162,-63.26184845
130.46264648,-53.13508987
130.65338135,-47.10403824
130.84411621,-47.49680328
131.03485107,-50.51475525
131.22558594,-57.74849701
131.41632080,-57.66355515
131.60705566,-56.38587189
131.79779053,-65.42446899
131.98852539,-63.47709656
132.17926025,-72.94447327
132.36999512,-56.47960281
132.56072998,-54.63349152
132.75146484,-53.82194519
132.94219971,-50.80024719
133.13293457,-50.47689056
133.32366943,-52.23662949
133.51440430,-61.40250397
133.70513916,-61.57958984
133.89587402,-61.32985687
134.08660889,-67.89909363
134.27734375,-64.15366364
134.46807861,-60.09308624
134.65881348,-54.93633652
134.84954834,-53.72082138
135.04028320,-62.12970734
135.23101807,-60.89752197
135.42175293,-56.92235947
135.61248779,-55.40679932
135.80322266,-53.57154083
135.99395752,-58.61830902
136.18469238,-61.43611526
136.37542725,-53.46445084
136.56616211,-51.50733185
136.75689697,-52.37341309
136.94763184,-59.55989075
137.13836670,-60.69583511
137.32910156,-55.58993912
137.51983643,-58.72553253
137.71057129,-62.22754669
137.90130615,-55.47925949
138.09204102,-51.77978897
138.28277588,-53.22729111
138.47351074,-56.18805695
138.66424561,-52.17459106
138.85498047,-52.16279984
139.04571533,-60.29393768
139.23645020,-58.69326019
139.42718506,-59.67817688
139.61791992,-54.92422104
139.80865479,-50.52622986
139.99938965,-49.40528488
140.19012451,-51.11072159
140.38085938,-48.98786163
140.57159424,-47.62012482
140.76232910,-49.07915115
140.95306396,-56.55455017
141.14379883,-59.64576340
141.33453369,-57.81802368
141.52526855,-55.30758286
141.71600342,-57.23436737
141.90673828,-54.95001221
142.09747314,-56.51112366
142.28820801,-62.18588257
142.47894287,-63.69056320
142.66967773,-56.18923187
142.86041260,-55.03595352
143.05114746,-54.17658234
143.24188232,-55.34610748
143.43261719,-56.16538620
143.62335205,-55.35939789
143.81408691,-56.59444427
144.00482178,-57.91983795
144.19555664,-54.04595947
144.38629150,-50.49330902
144.57702637,-52.69670105
144.76776123,-67.00578308
144.95849609,-52.79075623
145.14923096,-49.28691483
145.33996582,-50.04199219
145.53070068,-55.61985779
145.72143555,-56.41655350
145.91217041,-58.78405762
146.10290527,-65.28746033
