Frequency,Channel A

0.00000000,-26.10015488
0.19073486,-33.62220383
0.38146973,-62.95500183
0.57220459,-51.45044327
0.76293945,-56.59835815
0.95367432,-50.85968018
1.14440918,-47.92962646
1.33514404,-48.63973999
1.52587891,-51.28594971
1.71661377,-53.00903702
1.90734863,-53.04004669
2.09808350,-52.74864197
2.28881836,-59.22460556
2.47955322,-65.31124115
2.67028809,-54.03995895
2.86102295,-52.96950531
3.05175781,-57.46463013
3.24249268,-62.69796371
3.43322754,-57.94822693
3.62396240,-53.84948730
3.81469727,-52.54449844
4.00543213,-54.90299225
4.19616699,-52.93340683
4.38690186,-54.31522751
4.57763672,-55.01596832
4.76837158,-47.23326111
4.95910645,-45.80939484
5.14984131,-50.47222900
5.34057617,-76.35082245
5.53131104,-56.72282791
5.72204590,-51.06132126
5.91278076,-49.06356430
6.10351562,-53.11508560
6.29425049,-44.86868286
6.48498535,-45.80932236
6.67572021,-42.71278381
6.86645508,-25.45016861
7.05718994,-4.87149906
7.24792480,4.16337395
7.43865967,5.57708454
7.62939453,-0.09862420
7.82012939,-14.51622200
8.01086426,-38.18257904
8.20159912,-45.86257935
8.39233398,-46.97332764
8.58306885,-46.66959763
8.77380371,-50.34305954
8.96453857,-57.58300400
9.15527344,-52.08577728
9.34600830,-52.97542191
9.53674316,-50.19451904
9.72747803,-51.92315674
9.91821289,-51.65903473
10.10894775,-61.95218658
10.29968262,-56.39044952
10.49041748,-55.99104309
10.68115234,-62.46997070
10.87188721,-57.36190796
11.06262207,-55.50730133
11.25335693,-54.27617645
11.44409180,-54.87436295
11.63482666,-57.52337646
11.82556152,-63.41323853
12.01629639,-55.74224091
12.20703125,-55.30238342
12.39776611,-59.98817825
12.58850098,-54.36145020
12.77923584,-56.60101318
12.96997070,-53.93199921
13.16070557,-56.29354095
13.35144043,-50.24702454
13.54217529,-52.83367157
13.73291016,-64.35577393
13.92364502,-52.17088318
14.11437988,-46.53569031
14.30511475,-47.43077087
14.49584961,-51.70996857
14.68658447,-56.54240036
14.87731934,-59.52317810
15.06805420,-49.62760162
15.25878906,-47.05218887
15.44952393,-50.04275894
15.64025879,-62.59472656
15.83099365,-62.20643997
16.02172852,-50.15554428
16.21246338,-49.30992126
16.40319824,-57.20413971
16.59393311,-69.04051971
16.78466797,-57.80559158
16.97540283,-52.67063141
17.16613770,-55.32389832
17.35687256,-64.23169708
17.54760742,-52.59761047
17.73834229,-53.05227661
17.92907715,-54.04456329
18.11981201,-56.95051575
18.31054688,-63.98563004
18.50128174,-54.63766098
18.69201660,-56.94183350
18.88275146,-64.12512970
19.07348633,-51.96022415
19.26422119,-54.67173767
19.45495605,-58.31003189
19.64569092,-51.64440536
19.83642578,-52.32750320
20.02716064,-52.49324036
20.21789551,-49.09727097
20.40863037,-49.76092529
20.59936523,-52.42085266
20.79010010,-50.77459335
20.98083496,-52.20112228
21.17156982,-57.30701065
21.36230469,-55.43495560
21.55303955,-47.77413940
21.74377441,-44.46453094
21.93450928,-48.99761581
22.12524414,-59.60475922
22.31597900,-52.11200714
22.50671387,-47.62598038
22.69744873,-53.28810120
22.88818359,-54.58182907
23.07891846,-54.08534241
23.26965332,-56.22892761
23.46038818,-50.85914993
23.65112305,-57.90530777
23.84185791,-58.32308197
24.03259277,-52.82534027
24.22332764,-52.38088608
24.41406250,-53.84640503
24.60479736,-57.41607666
24.79553223,-53.40892029
24.98626709,-52.44747925
25.17700195,-52.88515091
25.36773682,-53.23563385
25.55847168,-54.35559082
25.74920654,-54.54192734
25.93994141,-54.01193619
26.13067627,-53.50398636
26.32141113,-56.12985229
26.51214600,-68.71064758
26.70288086,-57.91582489
26.89361572,-55.42835999
27.08435059,-58.51961136
27.27508545,-58.91090393
27.46582031,-57.37571716
27.65655518,-56.65525818
27.84729004,-59.44672012
28.03802490,-60.63395691
28.22875977,-51.26309967
28.41949463,-48.23849487
28.61022949,-48.03131485
28.80096436,-47.99128723
28.99169922,-47.04568481
29.18243408,-48.09110260
29.37316895,-51.92443466
29.56390381,-58.80466080
29.75463867,-57.61505508
29.94537354,-51.32070541
30.13610840,-49.84912109
30.32684326,-50.41761398
30.51757812,-52.48173523
30.70831299,-53.92265701
30.89904785,-58.47598648
31.08978271,-59.22629929
31.28051758,-52.98625946
31.47125244,-55.87478638
31.66198730,-60.91117477
31.85272217,-52.67761612
32.04345703,-56.02685547
32.23419189,-60.66501617
32.42492676,-55.42911530
32.61566162,-53.10323715
32.80639648,-49.15035248
32.99713135,-49.21834564
33.18786621,-58.65033722
33.37860107,-56.82926559
33.56933594,-54.55400848
33.76007080,-56.58818817
33.95080566,-58.28372192
34.14154053,-50.03652573
34.33227539,-44.38377380
34.52301025,-44.83304977
34.71374512,-48.44379807
34.90447998,-52.39325714
35.09521484,-55.46010971
35.28594971,-56.12192535
35.47668457,-60.62483215
35.66741943,-51.86812592
35.85815430,-49.45595551
36.04888916,-54.01771927
36.23962402,-57.73905945
36.43035889,-47.24554443
36.62109375,-47.75540161
36.81182861,-51.75378418
37.00256348,-47.91548920
37.19329834,-44.84631348
37.38403320,-46.47525406
37.57476807,-48.90667725
37.76550293,-52.92112732
37.95623779,-63.21541214
38.14697266,-63.63040924
38.33770752,-64.17920685
38.52844238,-57.57156372
38.71917725,-56.47876740
38.90991211,-51.69363022
39.10064697,-48.43795013
39.29138184,-49.31148529
39.48211670,-55.34397507
39.67285156,-63.35575104
39.86358643,-51.87156677
40.05432129,-51.23977661
40.24505615,-58.11222076
40.43579102,-81.64544678
40.62652588,-67.81153870
40.81726074,-69.70997620
41.00799561,-55.62216949
41.19873047,-49.70813751
41.38946533,-51.80631638
41.58020020,-58.80267334
41.77093506,-54.96136093
41.96166992,-51.04120255
42.15240479,-54.05262375
42.34313965,-59.62759399
42.53387451,-56.18979645
42.72460938,-57.87215424
42.91534424,-72.83232880
43.10607910,-65.98295593
43.29681396,-66.09368896
43.48754883,-67.33113861
43.67828369,-62.02732849
43.86901855,-57.81339645
44.05975342,-54.37548828
44.25048828,-55.97570038
44.44122314,-58.57731247
44.63195801,-54.44328690
44.82269287,-49.13112640
45.01342773,-48.87461853
45.20416260,-52.10984039
45.39489746,-56.76304245
45.58563232,-57.08834076
45.77636719,-58.33161163
45.96710205,-56.05304337
46.15783691,-57.58866882
46.34857178,-74.60353088
46.53930664,-65.77378082
46.73004150,-64.56398773
46.92077637,-61.89445114
47.11151123,-57.31621552
47.30224609,-55.66056061
47.49298096,-54.10883331
47.68371582,-63.40068436
47.87445068,-64.15455627
48.06518555,-53.33234406
48.25592041,-51.48804092
48.44665527,-55.12775040
48.63739014,-57.12142944
48.82812500,-54.01302338
49.01885986,-54.67601013
49.20959473,-51.98700333
49.40032959,-50.97584152
49.59106445,-57.96051407
49.78179932,-71.94567871
49.97253418,-64.20005035
50.16326904,-59.52511597
50.35400391,-57.99308014
50.54473877,-50.47117233
50.73547363,-52.75156021
50.92620850,-61.28586578
51.11694336,-50.05445862
51.30767822,-47.35581970
51.49841309,-54.52175140
51.68914795,-59.83041763
51.87988281,-57.25768280
52.07061768,-57.34342575
52.26135254,-55.69018555
52.45208740,-69.33352661
52.64282227,-49.56004333
52.83355713,-48.09544373
53.02429199,-59.35504913
53.21502686,-58.88838959
53.40576172,-57.60353088
53.59649658,-55.87567139
53.78723145,-53.39122391
53.97796631,-51.64039612
54.16870117,-48.52393341
54.35943604,-47.73075104
54.55017090,-48.69815445
54.74090576,-51.10016251
54.93164062,-59.55472565
55.12237549,-58.90831757
55.31311035,-60.52433395
55.50384521,-59.59747314
55.69458008,-60.39353180
55.88531494,-54.93260956
56.07604980,-51.50112152
56.26678467,-60.69110870
56.45751953,-60.15194702
56.64825439,-54.10148621
56.83898926,-56.92082214
57.02972412,-55.54556274
57.22045898,-56.46194458
57.41119385,-51.01401901
57.60192871,-50.76382065
57.79266357,-53.18912506
57.98339844,-51.80422974
58.17413330,-51.95864868
58.36486816,-52.93523407
58.55560303,-63.00195694
58.74633789,-53.72911072
58.93707275,-55.07464981
59.12780762,-61.75472260
59.31854248,-56.89702988
59.50927734,-55.16134644
59.70001221,-53.57521057
59.89074707,-56.94100952
60.08148193,-67.90745544
60.27221680,-57.03834534
60.46295166,-56.99098969
60.65368652,-60.83218384
60.84442139,-57.13405228
61.03515625,-53.60778427
61.22589111,-53.20460892
61.41662598,-61.98415375
61.60736084,-56.82482147
61.79809570,-52.53150558
61.98883057,-52.46960449
62.17956543,-53.32396698
62.37030029,-52.61193085
62.56103516,-53.22479248
62.75177002,-66.73233795
62.94250488,-57.50089645
63.13323975,-57.88973999
63.32397461,-59.20787430
63.51470947,-69.99201965
63.70544434,-53.20623016
63.89617920,-46.77219391
64.08691406,-45.65349579
64.27764893,-50.14152908
64.46838379,-66.06576538
64.65911865,-51.99258804
