(us);(V)

-25.02911957;5.12955093
-25.01911957;5.04104757
-25.00911957;5.04104757
-24.99911957;5.21805477
-24.98911957;5.21805477
-24.97911957;5.21805477
-24.96911957;5.12955093
-24.95911957;5.04104757
-24.94911957;5.04104757
-24.93911957;5.21805477
-24.92911957;5.21805477
-24.91911957;5.12955093
-24.90911957;5.12955093
-24.89911957;5.12955093
-24.88911957;5.04104757
-24.87911957;5.12955093
-24.86911957;5.21805477
-24.85911957;5.12955093
-24.84911957;5.21805477
-24.83911957;5.12955093
-24.82911957;5.04104757
-24.81911957;5.12955093
-24.80911957;5.21805477
-24.79911957;5.12955093
-24.78911957;5.12955093
-24.77911957;5.12955093
-24.76911957;5.12955093
-24.75911957;5.12955093
-24.74911957;5.21805477
-24.73911957;5.12955093
-24.72911957;5.12955093
-24.71911957;5.12955093
-24.70911957;5.12955093
-24.69911957;5.04104757
-24.68911957;5.21805477
-24.67911957;5.12955093
-24.66911957;5.12955093
-24.65911957;5.12955093
-24.64911957;5.12955093
-24.63911957;5.04104757
-24.62911957;5.12955093
-24.61911957;5.12955093
-24.60911957;5.12955093
-24.59911957;5.21805477
-24.58911957;5.12955093
-24.57911957;5.04104757
-24.56911957;5.12955093
-24.55911957;5.21805477
-24.54911957;5.12955093
-24.53911957;5.12955093
-24.52911957;5.12955093
-24.51911957;5.04104757
-24.50911957;5.12955093
-24.49911957;5.21805477
-24.48911957;5.12955093
-24.47911957;5.12955093
-24.46911957;5.12955093
-24.45911957;5.12955093
-24.44911957;5.04104757
-24.43911957;5.12955093
-24.42911957;5.12955093
-24.41911957;5.12955093
-24.40911957;5.12955093
-24.39911957;5.04104757
-24.38911957;5.04104757
-24.37911957;5.21805477
-24.36911957;5.12955093
-24.35911957;5.04104757
-24.34911957;5.12955093
-24.33911957;5.12955093
-24.32911957;5.12955093
-24.31911957;5.12955093
-24.30911957;5.21805477
-24.29911957;5.04104757
-24.28911957;5.12955093
-24.27911957;5.12955093
-24.26911957;5.12955093
-24.25911957;5.04104757
-24.24911957;5.21805477
-24.23911957;5.12955093
-24.22911957;5.12955093
-24.21911957;5.12955093
-24.20911957;5.04104757
-24.19911957;5.04104757
-24.18911957;5.21805477
-24.17911957;5.12955093
-24.16911958;5.12955093
-24.15911958;5.12955093
-24.14911958;5.12955093
-24.13911958;5.04104757
-24.12911958;5.12955093
-24.11911958;5.12955093
-24.10911958;5.12955093
-24.09911958;5.12955093
-24.08911958;5.12955093
-24.07911958;5.04104757
-24.06911958;5.12955093
-24.05911958;5.12955093
-24.04911958;5.12955093
-24.03911958;5.12955093
-24.02911958;5.04104757
-24.01911958;5.04104757
-24.00911958;5.12955093
-23.99911958;5.21805477
-23.98911958;5.12955093
-23.97911958;5.12955093
-23.96911958;5.12955093
-23.95911958;5.04104757
-23.94911958;5.12955093
-23.93911958;5.21805477
-23.92911958;5.21805477
-23.91911958;5.12955093
-23.90911958;5.12955093
-23.89911958;5.12955093
-23.88911958;5.04104757
-23.87911958;5.12955093
-23.86911958;5.21805477
-23.85911958;5.12955093
-23.84911958;5.21805477
-23.83911958;5.04104757
-23.82911958;5.04104757
-23.81911958;5.12955093
-23.80911958;5.21805477
-23.79911958;5.12955093
-23.78911958;5.12955093
-23.77911958;5.04104757
-23.76911958;5.12955093
-23.75911958;5.12955093
-23.74911958;5.21805477
-23.73911958;5.12955093
-23.72911958;5.12955093
-23.71911958;5.12955093
-23.70911958;5.04104757
-23.69911958;5.04104757
-23.68911958;5.21805477
-23.67911958;5.12955093
-23.66911958;5.12955093
-23.65911958;5.12955093
-23.64911958;5.12955093
-23.63911958;5.04104757
-23.62911958;5.12955093
-23.61911958;5.12955093
-23.60911958;5.04104757
-23.59911958;5.12955093
-23.58911958;5.12955093
-23.57911958;5.12955093
-23.56911958;5.12955093
-23.55911958;5.12955093
-23.54911958;5.12955093
-23.53911958;5.21805477
-23.52911958;5.12955093
-23.51911958;5.12955093
-23.50911958;5.04104757
-23.49911958;5.21805477
-23.48911958;5.12955093
-23.47911958;5.12955093
-23.46911958;5.12955093
-23.45911958;5.04104757
-23.44911958;5.04104757
-23.43911958;5.21805477
-23.42911958;5.12955093
-23.41911958;5.12955093
-23.40911958;5.12955093
-23.39911958;5.12955093
-23.38911958;5.04104757
-23.37911958;5.12955093
-23.36911958;5.21805477
-23.35911958;5.12955093
-23.34911958;5.12955093
-23.33911958;5.04104757
-23.32911958;5.04104757
-23.31911958;5.12955093
-23.30911958;5.21805477
-23.29911958;5.12955093
-23.28911958;5.12955093
-23.27911958;5.12955093
-23.26911958;5.12955093
-23.25911958;5.04104757
-23.24911958;5.21805477
-23.23911958;5.12955093
-23.22911958;5.12955093
-23.21911958;5.12955093
-23.20911958;5.04104757
-23.19911958;5.04104757
-23.18911958;5.21805477
-23.17911958;5.12955093
-23.16911958;5.12955093
-23.15911958;5.12955093
-23.14911958;5.12955093
-23.13911958;5.04104757
-23.12911958;5.12955093
-23.11911958;5.21805477
