(us);(V)
-24.25954522;5.04104757
-24.24954522;5.21805477
-24.23954522;5.12955093
-24.22954522;5.12955093
-24.21954522;5.12955093
-24.20954522;5.04104757
-24.19954522;5.04104757
-24.18954522;5.21805477
-24.17954522;5.12955093
-24.16954522;5.12955093
-24.15954522;5.12955093
-24.14954522;5.12955093
-24.13954522;5.04104757
-24.12954522;5.12955093
-24.11954522;5.12955093
-24.10954522;5.21805477
-24.09954522;5.21805477
-24.08954522;5.04104757
-24.07954522;5.04104757
-24.06954522;5.12955093
-24.05954522;5.21805477
-24.04954522;5.12955093
-24.03954522;5.12955093
-24.02954522;5.12955093
-24.01954522;5.12955093
-24.00954522;5.04104757
-23.99954522;5.21805477
-23.98954522;5.12955093
-23.97954522;5.12955093
-23.96954522;5.12955093
-23.95954522;5.12955093
-23.94954522;5.04104757
-23.93954522;5.21805477
-23.92954522;5.12955093
-23.91954522;5.04104757
-23.90954522;5.21805477
-23.89954522;5.12955093
-23.88954522;5.04104757
-23.87954522;5.12955093
-23.86954522;5.21805477
-23.85954522;5.12955093
-23.84954522;5.12955093
-23.83954522;5.12955093
-23.82954522;5.04104757
-23.81954522;5.12955093
-23.80954522;5.21805477
-23.79954522;5.12955093
-23.78954522;5.12955093
-23.77954522;5.12955093
-23.76954522;5.12955093
-23.75954522;5.12955093
-23.74954522;5.21805477
-23.73954522;5.12955093
-23.72954522;5.12955093
-23.71954522;5.12955093
-23.70954522;5.12955093
-23.69954522;5.04104757
-23.68954522;5.21805477
-23.67954522;5.12955093
-23.66954522;5.12955093
-23.65954522;5.12955093
-23.64954522;5.12955093
-23.63954522;5.12955093
-23.62954522;5.21805477
-23.61954522;5.21805477
-23.60954522;5.12955093
-23.59954522;5.12955093
-23.58954522;5.12955093
-23.57954522;5.12955093
-23.56954522;5.12955093
-23.55954522;5.21805477
-23.54954522;5.12955093
-23.53954522;5.12955093
-23.52954522;5.12955093
-23.51954522;5.12955093
-23.50954522;5.04104757
-23.49954522;5.21805477
-23.48954522;5.12955093
-23.47954522;5.12955093
-23.46954522;5.12955093
-23.45954522;5.04104757
-23.44954522;5.04104757
-23.43954522;5.21805477
-23.42954522;5.12955093
-23.41954522;5.12955093
-23.40954522;5.12955093
-23.39954522;5.12955093
-23.38954522;5.04104757
-23.37954522;5.12955093
-23.36954522;5.21805477
-23.35954522;5.12955093
-23.34954522;5.21805477
-23.33954522;5.12955093
-23.32954522;5.04104757
-23.31954522;5.12955093
-23.30954522;5.21805477
-23.29954522;5.12955093
-23.28954522;5.12955093
-23.27954522;5.12955093
-23.26954522;5.04104757
-23.25954522;5.04104757
-23.24954522;5.21805477
-23.23954522;5.21805477
-23.22954522;5.12955093
-23.21954522;5.12955093
-23.20954522;5.12955093
-23.19954522;5.04104757
-23.18954522;5.21805477
-23.17954522;5.21805477
-23.16954522;5.12955093
-23.15954522;5.12955093
-23.14954522;5.12955093
-23.13954522;5.04104757
-23.12954522;5.12955093
-23.11954522;5.21805477
-23.10954522;5.12955093
-23.09954523;5.12955093
-23.08954523;5.12955093
-23.07954523;5.12955093
-23.06954523;5.21805477
-23.05954523;5.21805477
-23.04954523;5.12955093
-23.03954523;5.12955093
-23.02954523;5.12955093
-23.01954523;5.12955093
-23.00954523;5.12955093
-22.99954523;5.21805477
-22.98954523;5.12955093
-22.97954523;5.12955093
-22.96954523;5.21805477
-22.95954523;5.12955093
-22.94954523;5.12955093
-22.93954523;5.21805477
-22.92954523;5.12955093
-22.91954523;5.12955093
-22.90954523;5.21805477
-22.89954523;5.12955093
-22.88954523;5.04104757
-22.87954523;5.12955093
-22.86954523;5.21805477
-22.85954523;5.12955093
-22.84954523;5.21805477
-22.83954523;5.12955093
-22.82954523;5.04104757
-22.81954523;5.12955093
-22.80954523;5.21805477
-22.79954523;5.12955093
-22.78954523;5.12955093
-22.77954523;5.12955093
-22.76954523;5.12955093
-22.75954523;5.04104757
-22.74954523;5.21805477
-22.73954523;5.21805477
-22.72954523;5.12955093
-22.71954523;5.21805477
-22.70954523;5.04104757
-22.69954523;5.04104757
-22.68954523;5.21805477
-22.67954523;5.12955093
-22.66954523;5.12955093
-22.65954523;5.12955093
-22.64954523;5.12955093
-22.63954523;5.04104757
-22.62954523;5.12955093
-22.61954523;5.21805477
-22.60954523;5.12955093
-22.59954523;5.21805477
-22.58954523;5.12955093
-22.57954523;5.04104757
-22.56954523;5.12955093
-22.55954523;5.21805477
-22.54954523;5.21805477
-22.53954523;5.12955093
-22.52954523;5.12955093
-22.51954523;5.12955093
-22.50954523;5.04104757
-22.49954523;5.21805477
-22.48954523;5.12955093
-22.47954523;5.12955093
-22.46954523;5.21805477
-22.45954523;5.04104757
-22.44954523;5.12955093
-22.43954523;5.21805477
-22.42954523;5.21805477
-22.41954523;5.12955093
-22.40954523;5.12955093
-22.39954523;5.12955093
-22.38954523;5.04104757
-22.37954523;5.12955093
-22.36954523;5.21805477
-22.35954523;5.12955093
-22.34954523;5.21805477
-22.33954523;5.12955093
-22.32954523;5.04104757
-22.31954523;5.12955093
-22.30954523;5.21805477
-22.29954523;5.12955093
-22.28954523;5.12955093
-22.27954523;5.12955093
-22.26954523;5.12955093
-22.25954523;5.04104757
-22.24954523;5.21805477
-22.23954523;5.21805477
-22.22954523;5.12955093
-22.21954523;5.12955093
-22.20954523;5.12955093
-22.19954523;5.04104757
-22.18954523;5.12955093
-22.17954523;5.21805477
-22.16954523;5.12955093
-22.15954523;5.12955093
-22.14954523;5.12955093
-22.13954523;5.04104757
-22.12954523;5.21805477
-22.11954523;5.21805477
-22.10954523;5.12955093
-22.09954523;5.12955093
-22.08954523;5.12955093
-22.07954523;5.12955093
-22.06954523;5.12955093
-22.05954523;5.21805477
-22.04954523;5.12955093
-22.03954523;5.12955093
-22.02954523;5.12955093
-22.01954523;5.12955093
-22.00954523;5.04104757
-21.99954523;5.21805477
-21.98954523;5.21805477
-21.97954523;5.12955093
-21.96954523;5.12955093
-21.95954523;5.12955093
-21.94954523;5.04104757
-21.93954523;5.21805477
-21.92954523;5.21805477
-21.91954523;5.12955093
-21.90954523;5.21805477
-21.89954523;5.04104757
-21.88954523;5.04104757
-21.87954523;5.12955093
-21.86954523;5.21805477
-21.85954523;5.12955093
-21.84954523;5.12955093
-21.83954523;5.12955093
-21.82954523;5.04104757
-21.81954523;5.12955093
-21.80954523;5.21805477
-21.79954523;5.21805477
-21.78954523;5.12955093
-21.77954523;5.12955093
-21.76954523;5.12955093
-21.75954523;5.04104757
-21.74954523;5.12955093
-21.73954523;5.12955093
-21.72954523;5.12955093
-21.71954523;5.12955093
-21.70954523;5.12955093
-21.69954523;5.04104757
-21.68954523;5.21805477
-21.67954523;5.21805477
-21.66954523;5.12955093
-21.65954523;5.21805477
-21.64954523;5.04104757
-21.63954523;5.04104757
-21.62954523;5.21805477
-21.61954523;5.21805477
-21.60954523;5.12955093
-21.59954523;5.12955093
-21.58954523;5.04104757
-21.57954523;5.12955093
-21.56954523;5.12955093
-21.55954523;5.21805477
-21.54954523;5.12955093
-21.53954523;5.12955093
-21.52954523;5.12955093
-21.51954523;5.12955093
-21.50954523;5.12955093
-21.49954523;5.21805477
-21.48954523;5.12955093
-21.47954523;5.12955093
-21.46954523;5.12955093
-21.45954524;5.12955093
-21.44954524;5.04104757
-21.43954524;5.12955093
-21.42954524;5.21805477
-21.41954524;5.12955093
-21.40954524;5.21805477
-21.39954524;5.12955093
-21.38954524;5.04104757
-21.37954524;5.12955093
-21.36954524;5.21805477
-21.35954524;5.12955093
-21.34954524;5.12955093
-21.33954524;5.12955093
-21.32954524;5.04104757
-21.31954524;5.12955093
-21.30954524;5.21805477
-21.29954524;5.12955093
-21.28954524;5.12955093
-21.27954524;5.12955093
-21.26954524;5.12955093
-21.25954524;5.04104757
-21.24954524;5.21805477
-21.23954524;5.21805477
-21.22954524;5.12955093
-21.21954524;5.12955093
-21.20954524;5.12955093
-21.19954524;5.04104757
-21.18954524;5.21805477
-21.17954524;5.21805477
-21.16954524;5.12955093
-21.15954524;5.21805477
-21.14954524;5.12955093
-21.13954524;5.04104757
-21.12954524;5.12955093
-21.11954524;5.12955093
-21.10954524;5.12955093
-21.09954524;5.12955093
-21.08954524;5.12955093
-21.07954524;5.12955093
-21.06954524;5.04104757
-21.05954524;5.21805477
-21.04954524;5.12955093
-21.03954524;5.21805477
-21.02954524;5.12955093
-21.01954524;5.04104757
-21.00954524;5.04104757
-20.99954524;5.21805477
-20.98954524;5.21805477
-20.97954524;5.12955093
-20.96954524;5.21805477
-20.95954524;5.12955093
-20.94954524;5.04104757
-20.93954524;5.21805477
-20.92954524;5.12955093
-20.91954524;5.12955093
-20.90954524;5.12955093
-20.89954524;5.12955093
-20.88954524;5.04104757
-20.87954524;5.12955093
-20.86954524;5.21805477
-20.85954524;5.12955093
-20.84954524;5.21805477
-20.83954524;5.12955093
-20.82954524;5.04104757
-20.81954524;5.12955093
-20.80954524;5.21805477
-20.79954524;5.12955093
-20.78954524;5.12955093
-20.77954524;5.12955093
-20.76954524;5.12955093
-20.75954524;5.04104757
-20.74954524;5.21805477
-20.73954524;5.12955093
-20.72954524;5.12955093
-20.71954524;5.12955093
-20.70954524;5.12955093
-20.69954524;5.04104757
-20.68954524;5.21805477
-20.67954524;5.21805477
-20.66954524;5.12955093
-20.65954524;5.21805477
-20.64954524;5.12955093
-20.63954524;5.04104757
-20.62954524;5.21805477
-20.61954524;5.21805477
-20.60954524;5.12955093
-20.59954524;5.12955093
-20.58954524;5.12955093
-20.57954524;5.12955093
-20.56954524;5.12955093
-20.55954524;5.21805477
-20.54954524;5.12955093
-20.53954524;5.12955093
-20.52954524;5.12955093
-20.51954524;5.04104757
-20.50954524;5.04104757
-20.49954524;5.21805477
-20.48954524;5.12955093
-20.47954524;5.12955093
-20.46954524;5.12955093
-20.45954524;5.12955093
-20.44954524;5.04104757
-20.43954524;5.12955093
-20.42954524;5.21805477
-20.41954524;5.12955093
-20.40954524;5.12955093
-20.39954524;5.04104757
-20.38954524;5.04104757
-20.37954524;5.21805477
-20.36954524;5.21805477
-20.35954524;5.12955093
-20.34954524;5.12955093
-20.33954524;5.12955093
-20.32954524;5.12955093
-20.31954524;5.12955093
-20.30954524;5.21805477
-20.29954524;5.21805477
-20.28954524;5.12955093
-20.27954524;5.12955093
-20.26954524;5.04104757
-20.25954524;5.12955093
-20.24954524;5.21805477
-20.23954524;5.12955093
-20.22954524;5.12955093
-20.21954524;5.12955093
-20.20954524;5.12955093
-20.19954524;5.04104757
-20.18954524;5.21805477
-20.17954524;5.12955093
-20.16954524;5.12955093
-20.15954524;5.12955093
-20.14954524;5.04104757
-20.13954524;5.04104757
-20.12954524;5.12955093
-20.11954524;5.21805477
-20.10954524;5.12955093
-20.09954524;5.12955093
-20.08954524;5.12955093
-20.07954524;5.12955093
-20.06954524;5.12955093
-20.05954524;5.21805477
-20.04954524;5.12955093
-20.03954524;5.12955093
-20.02954524;5.12955093
-20.01954524;5.12955093
-20.00954524;5.12955093
-19.99954524;5.21805477
-19.98954524;5.12955093
-19.97954524;5.12955093
-19.96954524;5.21805477
-19.95954524;5.12955093
-19.94954524;5.04104757
-19.93954524;5.12955093
-19.92954524;5.21805477
-19.91954524;5.12955093
-19.90954524;5.12955093
-19.89954524;5.12955093
-19.88954524;5.04104757
-19.87954524;5.12955093
-19.86954524;5.21805477
-19.85954524;5.12955093
-19.84954524;5.12955093
-19.83954524;5.04104757
-19.82954524;5.04104757
-19.81954524;5.12955093
-19.80954525;5.21805477
-19.79954525;5.12955093
-19.78954525;5.12955093
-19.77954525;5.12955093
-19.76954525;5.04104757
-19.75954525;5.04104757
-19.74954525;5.21805477
-19.73954525;5.12955093
-19.72954525;5.12955093
-19.71954525;5.12955093
-19.70954525;5.12955093
-19.69954525;5.04104757
-19.68954525;5.21805477
-19.67954525;5.12955093
-19.66954525;5.12955093
-19.65954525;5.21805477
-19.64954525;5.12955093
-19.63954525;5.04104757
-19.62954525;5.12955093
-19.61954525;5.21805477
-19.60954525;5.12955093
-19.59954525;5.12955093
-19.58954525;5.12955093
-19.57954525;5.12955093
-19.56954525;5.12955093
-19.55954525;5.21805477
-19.54954525;5.12955093
-19.53954525;5.12955093
-19.52954525;5.12955093
-19.51954525;5.12955093
-19.50954525;5.12955093
-19.49954525;5.21805477
-19.48954525;5.12955093
-19.47954525;5.12955093
-19.46954525;5.12955093
-19.45954525;5.12955093
-19.44954525;5.04104757
-19.43954525;5.12955093
-19.42954525;5.12955093
-19.41954525;5.12955093
-19.40954525;5.12955093
-19.39954525;5.12955093
-19.38954525;5.04104757
-19.37954525;5.21805477
-19.36954525;5.21805477
-19.35954525;5.12955093
-19.34954525;5.21805477
-19.33954525;5.12955093
-19.32954525;5.12955093
-19.31954525;5.04104757
-19.30954525;5.21805477
-19.29954525;5.12955093
-19.28954525;5.12955093
-19.27954525;5.12955093
-19.26954525;5.04104757
-19.25954525;5.12955093
-19.24954525;5.21805477
-19.23954525;5.12955093
-19.22954525;5.12955093
-19.21954525;5.12955093
-19.20954525;5.12955093
-19.19954525;5.04104757
-19.18954525;5.21805477
-19.17954525;5.12955093
-19.16954525;5.12955093
-19.15954525;5.21805477
-19.14954525;5.12955093
-19.13954525;5.04104757
-19.12954525;5.21805477
-19.11954525;5.21805477
-19.10954525;5.12955093
-19.09954525;5.12955093
-19.08954525;5.12955093
-19.07954525;5.12955093
-19.06954525;5.04104757
-19.05954525;5.21805477
-19.04954525;5.12955093
-19.03954525;5.21805477
-19.02954525;5.12955093
-19.01954525;5.04104757
-19.00954525;5.04104757
-18.99954525;5.21805477
-18.98954525;5.12955093
-18.97954525;5.12955093
-18.96954525;5.12955093
-18.95954525;5.04104757
-18.94954525;5.12955093
-18.93954525;5.21805477
-18.92954525;5.21805477
-18.91954525;5.12955093
-18.90954525;5.12955093
-18.89954525;5.12955093
-18.88954525;5.04104757
-18.87954525;5.12955093
-18.86954525;5.21805477
-18.85954525;5.12955093
-18.84954525;5.12955093
-18.83954525;5.12955093
-18.82954525;5.12955093
-18.81954525;5.04104757
-18.80954525;5.21805477
-18.79954525;5.12955093
-18.78954525;5.12955093
-18.77954525;5.12955093
-18.76954525;5.12955093
-18.75954525;5.12955093
-18.74954525;5.21805477
-18.73954525;5.21805477
-18.72954525;5.12955093
-18.71954525;5.12955093
-18.70954525;5.12955093
-18.69954525;5.04104757
-18.68954525;5.21805477
-18.67954525;5.21805477
-18.66954525;5.12955093
-18.65954525;5.21805477
-18.64954525;5.12955093
-18.63954525;5.04104757
-18.62954525;5.12955093
-18.61954525;5.21805477
-18.60954525;5.12955093
-18.59954525;5.12955093
-18.58954525;5.12955093
-18.57954525;5.12955093
-18.56954525;5.12955093
-18.55954525;5.21805477
-18.54954525;5.12955093
-18.53954525;5.12955093
-18.52954525;5.12955093
-18.51954525;5.12955093
-18.50954525;5.12955093
-18.49954525;5.21805477
-18.48954525;5.12955093
-18.47954525;5.12955093
-18.46954525;5.12955093
-18.45954525;5.12955093
-18.44954525;5.04104757
-18.43954525;5.12955093
-18.42954525;5.21805477
-18.41954525;5.12955093
-18.40954525;5.21805477
-18.39954525;5.12955093
-18.38954525;5.04104757
-18.37954525;5.12955093
-18.36954525;5.21805477
-18.35954525;5.12955093
-18.34954525;5.12955093
-18.33954525;5.12955093
-18.32954525;5.04104757
-18.31954525;5.12955093
-18.30954525;5.21805477
-18.29954525;5.12955093
-18.28954525;5.12955093
-18.27954525;5.12955093
-18.26954525;5.04104757
-18.25954525;5.12955093
-18.24954525;5.21805477
-18.23954525;5.12955093
-18.22954525;5.12955093
-18.21954525;5.12955093
-18.20954525;5.12955093
-18.19954525;5.12955093
-18.18954525;5.12955093
-18.17954525;5.12955093
-18.16954526;5.12955093
-18.15954526;5.21805477
-18.14954526;5.12955093
-18.13954526;5.04104757
-18.12954526;5.12955093
-18.11954526;5.21805477
-18.10954526;5.21805477
-18.09954526;5.21805477
-18.08954526;5.04104757
-18.07954526;5.04104757
-18.06954526;5.12955093
-18.05954526;5.21805477
-18.04954526;5.12955093
-18.03954526;5.12955093
-18.02954526;5.12955093
-18.01954526;5.12955093
-18.00954526;5.12955093
-17.99954526;5.21805477
-17.98954526;5.12955093
-17.97954526;5.12955093
-17.96954526;5.12955093
-17.95954526;5.12955093
-17.94954526;5.04104757
-17.93954526;5.21805477
-17.92954526;5.21805477
-17.91954526;5.12955093
-17.90954526;5.21805477
-17.89954526;5.12955093
-17.88954526;5.04104757
-17.87954526;5.12955093
-17.86954526;5.21805477
-17.85954526;5.12955093
-17.84954526;5.21805477
-17.83954526;5.04104757
-17.82954526;5.04104757
-17.81954526;5.12955093
-17.80954526;5.21805477
-17.79954526;5.12955093
-17.78954526;5.12955093
-17.77954526;5.12955093
-17.76954526;5.04104757
-17.75954526;5.04104757
-17.74954526;5.21805477
-17.73954526;5.12955093
-17.72954526;5.12955093
-17.71954526;5.12955093
-17.70954526;5.12955093
-17.69954526;5.04104757
-17.68954526;5.21805477
-17.67954526;5.21805477
-17.66954526;5.12955093
-17.65954526;5.21805477
-17.64954526;5.12955093
-17.63954526;5.04104757
-17.62954526;5.12955093
-17.61954526;5.21805477
-17.60954526;5.12955093
-17.59954526;5.12955093
-17.58954526;5.12955093
-17.57954526;5.04104757
-17.56954526;5.12955093
-17.55954526;5.21805477
-17.54954526;5.12955093
-17.53954526;5.12955093
-17.52954526;5.12955093
-17.51954526;5.12955093
-17.50954526;5.04104757
-17.49954526;5.21805477
-17.48954526;5.12955093
-17.47954526;5.12955093
-17.46954526;5.12955093
-17.45954526;5.04104757
-17.44954526;5.04104757
-17.43954526;5.21805477
-17.42954526;5.21805477
-17.41954526;5.12955093
-17.40954526;5.12955093
-17.39954526;5.04104757
-17.38954526;5.04104757
-17.37954526;5.12955093
-17.36954526;5.21805477
-17.35954526;5.12955093
-17.34954526;5.12955093
-17.33954526;5.12955093
-17.32954526;5.12955093
-17.31954526;5.12955093
-17.30954526;5.21805477
-17.29954526;5.12955093
-17.28954526;5.12955093
-17.27954526;5.12955093
-17.26954526;5.12955093
-17.25954526;5.04104757
-17.24954526;5.21805477
-17.23954526;5.12955093
-17.22954526;5.04104757
-17.21954526;5.12955093
-17.20954526;5.12955093
-17.19954526;5.04104757
-17.18954526;5.12955093
-17.17954526;5.12955093
-17.16954526;5.12955093
-17.15954526;5.12955093
-17.14954526;5.12955093
-17.13954526;5.04104757
-17.12954526;5.12955093
-17.11954526;5.21805477
-17.10954526;5.12955093
-17.09954526;5.12955093
-17.08954526;5.12955093
-17.07954526;5.04104757
-17.06954526;5.12955093
-17.05954526;5.21805477
-17.04954526;5.12955093
-17.03954526;5.04104757
-17.02954526;5.12955093
-17.01954526;5.12955093
-17.00954526;5.04104757
-16.99954526;5.21805477
-16.98954526;5.12955093
-16.97954526;5.12955093
-16.96954526;5.12955093
-16.95954526;5.04104757
-16.94954526;5.04104757
-16.93954526;5.21805477
-16.92954526;5.12955093
-16.91954526;5.12955093
-16.90954526;5.12955093
-16.89954526;5.12955093
-16.88954526;5.04104757
-16.87954526;5.12955093
-16.86954526;5.21805477
-16.85954526;5.12955093
-16.84954526;5.12955093
-16.83954526;5.12955093
-16.82954526;5.12955093
-16.81954526;5.12955093
-16.80954526;5.21805477
-16.79954526;5.12955093
-16.78954526;5.12955093
-16.77954526;5.12955093
-16.76954526;5.12955093
-16.75954526;5.04104757
-16.74954526;5.21805477
-16.73954526;5.12955093
-16.72954526;5.12955093
-16.71954526;5.12955093
-16.70954526;5.04104757
-16.69954526;5.04104757
-16.68954526;5.21805477
-16.67954526;5.21805477
-16.66954526;5.12955093
-16.65954526;5.12955093
-16.64954526;5.04104757
-16.63954526;5.04104757
-16.62954526;5.12955093
-16.61954526;5.21805477
-16.60954526;5.12955093
-16.59954526;5.12955093
-16.58954526;5.12955093
-16.57954526;5.04104757
-16.56954526;5.12955093
-16.55954526;5.21805477
-16.54954526;5.12955093
-16.53954526;5.12955093
-16.52954526;5.12955093
-16.51954527;5.12955093
-16.50954527;5.04104757
-16.49954527;5.21805477
-16.48954527;5.12955093
-16.47954527;5.04104757
-16.46954527;5.12955093
-16.45954527;5.12955093
-16.44954527;5.04104757
-16.43954527;5.21805477
-16.42954527;5.21805477
-16.41954527;5.12955093
-16.40954527;5.21805477
-16.39954527;5.12955093
-16.38954527;5.04104757
-16.37954527;5.12955093
-16.36954527;5.21805477
-16.35954527;5.12955093
-16.34954527;5.12955093
-16.33954527;5.12955093
-16.32954527;5.04104757
-16.31954527;5.12955093
-16.30954527;5.21805477
-16.29954527;5.12955093
-16.28954527;5.12955093
-16.27954527;5.12955093
-16.26954527;5.04104757
-16.25954527;5.04104757
-16.24954527;5.21805477
-16.23954527;5.21805477
-16.22954527;5.12955093
-16.21954527;5.21805477
-16.20954527;5.04104757
-16.19954527;5.04104757
-16.18954527;5.21805477
-16.17954527;5.12955093
-16.16954527;5.12955093
-16.15954527;5.12955093
-16.14954527;5.12955093
-16.13954527;5.04104757
-16.12954527;5.12955093
-16.11954527;5.12955093
-16.10954527;5.12955093
-16.09954527;5.21805477
-16.08954527;5.12955093
-16.07954527;5.04104757
-16.06954527;5.12955093
-16.05954527;5.21805477
-16.04954527;5.12955093
-16.03954527;5.12955093
-16.02954527;5.12955093
-16.01954527;5.04104757
-16.00954527;5.04104757
-15.99954527;5.21805477
-15.98954527;5.21805477
-15.97954527;5.12955093
-15.96954527;5.12955093
-15.95954527;5.04104757
-15.94954527;5.12955093
-15.93954527;5.12955093
-15.92954527;5.12955093
-15.91954527;5.12955093
-15.90954527;5.12955093
-15.89954527;5.12955093
-15.88954527;5.04104757
-15.87954527;5.21805477
-15.86954527;5.12955093
-15.85954527;5.12955093
-15.84954527;5.12955093
-15.83954527;5.12955093
-15.82954527;5.12955093
-15.81954527;5.04104757
-15.80954527;5.21805477
-15.79954527;5.12955093
-15.78954527;5.12955093
-15.77954527;5.12955093
-15.76954527;5.12955093
-15.75954527;5.04104757
-15.74954527;5.21805477
-15.73954527;5.12955093
-15.72954527;5.12955093
-15.71954527;5.12955093
-15.70954527;5.04104757
-15.69954527;5.04104757
-15.68954527;5.12955093
-15.67954527;5.21805477
-15.66954527;5.12955093
-15.65954527;5.12955093
-15.64954527;5.04104757
-15.63954527;5.04104757
-15.62954527;5.12955093
-15.61954527;5.21805477
-15.60954527;5.12955093
-15.59954527;5.12955093
-15.58954527;5.12955093
-15.57954527;5.12955093
-15.56954527;5.12955093
-15.55954527;5.21805477
-15.54954527;5.12955093
-15.53954527;5.12955093
-15.52954527;5.12955093
-15.51954527;5.04104757
-15.50954527;5.04104757
-15.49954527;5.21805477
-15.48954527;5.12955093
-15.47954527;5.12955093
-15.46954527;5.12955093
-15.45954527;5.04104757
-15.44954527;4.95254374
-15.43954527;5.12955093
-15.42954527;5.21805477
-15.41954527;5.12955093
-15.40954527;5.12955093
-15.39954527;5.04104757
-15.38954527;5.12955093
-15.37954527;5.12955093
-15.36954527;5.21805477
-15.35954527;5.12955093
-15.34954527;5.12955093
-15.33954527;5.04104757
-15.32954527;5.12955093
-15.31954527;5.04104757
-15.30954527;5.21805477
-15.29954527;5.12955093
-15.28954527;5.12955093
-15.27954527;5.12955093
-15.26954527;5.04104757
-15.25954527;5.04104757
-15.24954527;5.12955093
-15.23954527;5.12955093
-15.22954527;5.12955093
-15.21954527;5.12955093
-15.20954527;5.04104757
-15.19954527;5.04104757
-15.18954527;5.12955093
-15.17954527;5.21805477
-15.16954527;5.12955093
-15.15954527;5.12955093
-15.14954527;5.12955093
-15.13954527;5.04104757
-15.12954527;5.12955093
-15.11954527;5.21805477
-15.10954527;5.12955093
-15.09954527;5.12955093
-15.08954527;5.12955093
-15.07954527;5.04104757
-15.06954527;5.04104757
-15.05954527;5.21805477
-15.04954527;5.21805477
-15.03954527;5.04104757
-15.02954527;5.12955093
-15.01954527;5.04104757
-15.00954527;5.12955093
-14.99954527;5.21805477
-14.98954527;5.12955093
-14.97954527;5.12955093
-14.96954527;5.12955093
-14.95954527;5.12955093
-14.94954527;5.04104757
-14.93954527;5.12955093
-14.92954527;5.21805477
-14.91954527;5.12955093
-14.90954527;5.21805477
-14.89954527;5.12955093
-14.88954527;5.04104757
-14.87954528;5.12955093
-14.86954528;5.21805477
-14.85954528;5.12955093
-14.84954528;5.21805477
-14.83954528;5.12955093
-14.82954528;5.04104757
-14.81954528;5.12955093
-14.80954528;5.21805477
-14.79954528;5.12955093
-14.78954528;5.12955093
-14.77954528;5.12955093
-14.76954528;5.04104757
-14.75954528;5.04104757
-14.74954528;5.21805477
-14.73954528;5.21805477
-14.72954528;5.12955093
-14.71954528;5.12955093
-14.70954528;5.04104757
-14.69954528;5.04104757
-14.68954528;5.21805477
-14.67954528;5.12955093
-14.66954528;5.12955093
-14.65954528;5.12955093
-14.64954528;5.12955093
-14.63954528;5.04104757
-14.62954528;5.12955093
-14.61954528;5.21805477
-14.60954528;5.12955093
-14.59954528;5.21805477
-14.58954528;5.12955093
-14.57954528;5.04104757
-14.56954528;5.04104757
-14.55954528;5.21805477
-14.54954528;5.12955093
-14.53954528;5.21805477
-14.52954528;5.12955093
-14.51954528;5.04104757
-14.50954528;5.12955093
-14.49954528;5.21805477
-14.48954528;5.21805477
-14.47954528;5.04104757
-14.46954528;5.12955093
-14.45954528;5.12955093
-14.44954528;5.12955093
-14.43954528;5.21805477
-14.42954528;5.21805477
-14.41954528;5.12955093
-14.40954528;5.12955093
-14.39954528;5.12955093
-14.38954528;5.12955093
-14.37954528;5.12955093
-14.36954528;5.21805477
-14.35954528;5.12955093
-14.34954528;5.12955093
-14.33954528;5.12955093
-14.32954528;5.04104757
-14.31954528;5.04104757
-14.30954528;5.21805477
-14.29954528;5.12955093
-14.28954528;5.12955093
