Frequency,Channel A

0.00000000,-24.08943939
0.19073486,-30.05679703
0.38146973,-41.49963760
0.57220459,-51.68812561
0.76293945,-49.06032562
0.95367432,-52.96131134
1.14440918,-59.85486603
1.33514404,-59.59112549
1.52587891,-58.36456299
1.71661377,-49.98397446
1.90734863,-57.19242859
2.09808350,-51.85631561
2.28881836,-35.95109558
2.47955322,-11.14937782
2.67028809,-0.85015714
2.86102295,0.71110934
3.05175781,-5.83926153
3.24249268,-23.30445862
3.43322754,-61.14133453
3.62396240,-52.69050980
3.81469727,-57.00898743
4.00543213,-52.32246017
4.19616699,-47.52275467
4.38690186,-27.28715134
4.57763672,-16.10189056
4.76837158,-13.66074753
4.95910645,-19.13650131
5.14984131,-33.91146851
5.34057617,-49.11564255
5.53131104,-48.55133057
5.72204590,-51.62317657
5.91278076,-51.08340454
6.10351562,-55.10772324
6.29425049,-47.80759811
6.48498535,-46.53083420
6.67572021,-46.89686584
6.86645508,-49.79881287
7.05718994,-53.40017319
7.24792480,-54.71016312
7.43865967,-55.13145447
7.62939453,-51.07042313
7.82012939,-51.78720856
8.01086426,-57.60502625
8.20159912,-47.94521332
8.39233398,-43.96239853
8.58306885,-44.21643066
8.77380371,-49.37793350
8.96453857,-50.98348236
9.15527344,-51.48797989
9.34600830,-55.19392014
9.53674316,-59.53521347
9.72747803,-50.53091049
9.91821289,-51.70565033
10.10894775,-52.55217743
10.29968262,-50.27948380
10.49041748,-49.84916306
10.68115234,-59.17116165
10.87188721,-50.34163666
11.06262207,-46.80416870
11.25335693,-47.38983536
11.44409180,-50.83771515
11.63482666,-58.38649750
11.82556152,-54.42650604
12.01629639,-56.33467865
12.20703125,-56.96579361
12.39776611,-60.98152161
12.58850098,-55.38129425
12.77923584,-52.05173874
12.96997070,-50.74432755
13.16070557,-51.12339020
13.35144043,-50.78747177
13.54217529,-53.56574249
13.73291016,-56.68901062
13.92364502,-57.37204742
14.11437988,-49.82138824
14.30511475,-49.08798218
14.49584961,-57.63492203
14.68658447,-56.46376038
14.87731934,-66.50733185
15.06805420,-56.02893829
15.25878906,-48.23768616
15.44952393,-50.17276001
15.64025879,-54.73656082
15.83099365,-49.79836273
16.02172852,-47.91723633
16.21246338,-52.95710754
16.40319824,-53.46484375
16.59393311,-54.47273636
16.78466797,-60.42100525
16.97540283,-62.30907822
17.16613770,-56.57129669
17.35687256,-51.34921646
17.54760742,-53.19551849
17.73834229,-50.23954010
17.92907715,-46.84672546
18.11981201,-44.33743286
18.31054688,-46.33079910
18.50128174,-56.28042603
18.69201660,-54.05322647
18.88275146,-53.18419647
19.07348633,-52.29286194
19.26422119,-48.86986542
19.45495605,-45.73199463
19.64569092,-44.80526733
19.83642578,-46.25370789
20.02716064,-50.80905914
20.21789551,-52.63063431
20.40863037,-54.59196091
20.59936523,-62.68026733
20.79010010,-57.28717422
20.98083496,-51.20296860
21.17156982,-53.16870117
21.36230469,-59.89136124
21.55303955,-58.55230331
21.74377441,-50.23968124
21.93450928,-47.80790329
22.12524414,-47.87767410
22.31597900,-49.55920792
22.50671387,-51.69190216
22.69744873,-55.06881714
22.88818359,-58.20114136
23.07891846,-54.43827820
23.26965332,-49.95360947
23.46038818,-47.46045685
23.65112305,-46.52104187
23.84185791,-48.40336227
24.03259277,-55.84320068
24.22332764,-61.38747787
24.41406250,-57.99728775
24.60479736,-64.20140076
24.79553223,-60.34519577
24.98626709,-50.24162292
25.17700195,-44.57490540
25.36773682,-46.50365829
25.55847168,-50.36249542
25.74920654,-51.85073471
25.93994141,-55.65612411
26.13067627,-51.54859924
26.32141113,-48.83713531
26.51214600,-49.31877518
26.70288086,-49.56677246
26.89361572,-48.86833191
27.08435059,-50.11811829
27.27508545,-48.85586548
27.46582031,-49.52827454
27.65655518,-54.02667236
27.84729004,-51.85889816
28.03802490,-49.77932358
28.22875977,-51.19149017
28.41949463,-55.11480713
28.61022949,-54.36973190
28.80096436,-49.16424179
28.99169922,-48.83269882
29.18243408,-52.48968506
29.37316895,-56.74493790
29.56390381,-55.27569580
29.75463867,-50.71310425
29.94537354,-48.99748230
30.13610840,-51.93052673
30.32684326,-65.91318512
30.51757812,-60.23099518
30.70831299,-56.09806824
30.89904785,-49.40582657
31.08978271,-50.56864166
31.28051758,-59.95483398
31.47125244,-61.68788910
31.66198730,-58.17654419
31.85272217,-65.82234192
32.04345703,-57.96675873
32.23419189,-56.80532837
32.42492676,-53.63152313
32.61566162,-57.96059418
32.80639648,-53.27216721
32.99713135,-48.52960587
33.18786621,-48.92887497
33.37860107,-53.44611740
33.56933594,-51.73009491
33.76007080,-53.52742767
33.95080566,-54.68568802
34.14154053,-54.06679153
34.33227539,-49.93012238
34.52301025,-49.90449905
34.71374512,-52.06319427
34.90447998,-54.55393219
35.09521484,-54.17581940
35.28594971,-58.66465759
35.47668457,-54.00159454
35.66741943,-53.43138885
35.85815430,-54.92176437
36.04888916,-52.45058441
36.23962402,-51.83100128
36.43035889,-53.37519836
36.62109375,-50.69824982
36.81182861,-52.11133957
37.00256348,-54.46487427
37.19329834,-55.41983032
37.38403320,-53.40061951
37.57476807,-51.87806702
37.76550293,-55.76779175
37.95623779,-64.39125061
38.14697266,-59.60719681
38.33770752,-52.54774475
38.52844238,-53.16541672
38.71917725,-60.96268082
38.90991211,-54.21414185
39.10064697,-51.30622101
39.29138184,-52.08128357
39.48211670,-51.27725601
39.67285156,-58.95520782
39.86358643,-51.44071960
40.05432129,-48.25619125
40.24505615,-52.88388062
40.43579102,-53.30995178
40.62652588,-49.58166122
40.81726074,-53.86716461
41.00799561,-59.03586960
41.19873047,-52.44024277
41.38946533,-53.09069824
41.58020020,-50.91436768
41.77093506,-54.07872009
41.96166992,-52.34881973
42.15240479,-52.70288086
42.34313965,-57.41378784
42.53387451,-54.52108002
42.72460938,-54.88948822
42.91534424,-57.51244354
43.10607910,-52.80555725
43.29681396,-64.49259949
43.48754883,-51.45399475
43.67828369,-49.64170456
43.86901855,-55.15635681
44.05975342,-71.48584747
44.25048828,-58.81025314
44.44122314,-54.84005737
44.63195801,-54.37187958
44.82269287,-54.28054428
45.01342773,-54.57392883
45.20416260,-65.02124023
45.39489746,-59.39855194
45.58563232,-65.85127258
45.77636719,-55.12280273
45.96710205,-49.33740616
46.15783691,-51.55519104
46.34857178,-49.63563538
46.53930664,-48.59428787
46.73004150,-54.92666626
46.92077637,-61.97025681
47.11151123,-56.49874115
47.30224609,-51.62636566
47.49298096,-54.68424988
47.68371582,-63.39145660
47.87445068,-52.99156570
48.06518555,-55.24045563
48.25592041,-61.28375626
48.44665527,-68.82849121
48.63739014,-72.09541321
48.82812500,-56.76282883
49.01885986,-49.59066391
49.20959473,-49.32604218
49.40032959,-50.27132034
49.59106445,-49.96112442
49.78179932,-50.39077377
49.97253418,-49.20699310
50.16326904,-50.53004456
50.35400391,-56.10477829
50.54473877,-67.85507965
50.73547363,-54.66159821
50.92620850,-55.87144852
51.11694336,-63.42088318
51.30767822,-56.53156281
51.49841309,-49.88776779
51.68914795,-52.16157913
51.87988281,-56.37783813
52.07061768,-54.92359924
52.26135254,-54.55962372
52.45208740,-54.63447571
52.64282227,-55.61038589
52.83355713,-56.35227203
53.02429199,-64.06214905
53.21502686,-58.02112961
53.40576172,-60.34906006
53.59649658,-64.76706696
53.78723145,-52.73018646
53.97796631,-54.01107788
54.16870117,-61.05572510
54.35943604,-56.78707886
54.55017090,-58.01804352
54.74090576,-59.46267700
54.93164062,-60.70338440
55.12237549,-70.00209808
55.31311035,-54.37183762
55.50384521,-48.26364899
55.69458008,-46.70154572
55.88531494,-48.22910690
56.07604980,-52.33345413
56.26678467,-55.46062469
56.45751953,-53.39973068
56.64825439,-54.25772858
56.83898926,-67.18244934
57.02972412,-57.51357269
57.22045898,-58.67644882
57.41119385,-60.22611237
57.60192871,-57.63578415
57.79266357,-53.40331268
57.98339844,-49.61756134
58.17413330,-49.58746338
58.36486816,-52.57285690
58.55560303,-55.49711227
58.74633789,-62.28209686
58.93707275,-59.57654572
59.12780762,-59.52754974
59.31854248,-61.33625412
59.50927734,-56.01565552
59.70001221,-51.85939789
59.89074707,-47.94155121
60.08148193,-46.18598175
60.27221680,-50.20072937
60.46295166,-64.03586578
60.65368652,-58.82149506
60.84442139,-56.11152649
61.03515625,-59.30937958
61.22589111,-57.68882751
61.41662598,-61.74949646
61.60736084,-60.39344788
61.79809570,-58.37611771
61.98883057,-53.00205994
62.17956543,-49.38469315
62.37030029,-49.72336197
62.56103516,-53.68762589
62.75177002,-55.27876282
62.94250488,-52.07082367
63.13323975,-52.91984940
63.32397461,-59.10561371
63.51470947,-55.22039795
63.70544434,-50.43962097
63.89617920,-50.75431824
64.08691406,-53.39699173
64.27764893,-62.88008118
64.46838379,-61.94503021
64.65911865,-58.66218567
64.84985352,-67.41515350
65.04058838,-64.06358337
65.23132324,-53.89646912
65.42205811,-48.49212646
65.61279297,-48.54149246
65.80352783,-49.89921188
65.99426270,-52.69077301
66.18499756,-56.23973465
66.37573242,-57.25518036
66.56646729,-55.28050995
66.75720215,-56.48342133
66.94793701,-56.19298553
67.13867188,-70.76131439
67.32940674,-66.07941437
67.52014160,-62.86402893
67.71087646,-59.29228973
67.90161133,-61.16472244
68.09234619,-57.72887421
68.28308105,-63.93870544
68.47381592,-63.71704483
68.66455078,-53.76210785
68.85528564,-49.25771713
69.04602051,-53.29999542
69.23675537,-53.81652069
69.42749023,-56.98527908
69.61822510,-64.82788086
69.80895996,-57.77799606
69.99969482,-53.64080811
70.19042969,-55.66338348
70.38116455,-56.26116943
70.57189941,-58.03884506
70.76263428,-63.86128998
70.95336914,-55.06610107
71.14410400,-52.95268250
71.33483887,-55.70623016
71.52557373,-55.03098297
71.71630859,-52.53696442
71.90704346,-52.67085266
72.09777832,-54.26680756
72.28851318,-57.42441177
72.47924805,-63.75354767
72.66998291,-54.69699860
72.86071777,-54.20082855
73.05145264,-63.55377197
73.24218750,-58.04576111
73.43292236,-54.34885406
73.62365723,-50.59383392
73.81439209,-48.43616867
74.00512695,-51.05795288
74.19586182,-56.19617462
74.38659668,-56.89258194
74.57733154,-58.16136169
74.76806641,-55.80077744
74.95880127,-51.09340286
75.14953613,-53.01669693
75.34027100,-55.81258774
75.53100586,-53.54272842
75.72174072,-53.62241364
75.91247559,-53.32997131
76.10321045,-53.47425461
76.29394531,-58.97831726
76.48468018,-65.41998291
76.67541504,-65.59022522
76.86614990,-59.63962173
77.05688477,-62.46893311
77.24761963,-59.06295395
77.43835449,-58.53525543
77.62908936,-59.99798584
77.81982422,-54.67317963
78.01055908,-55.59937286
78.20129395,-54.01481628
78.39202881,-50.95872879
78.58276367,-51.59028625
78.77349854,-55.32960510
78.96423340,-58.51235962
79.15496826,-65.48664856
79.34570312,-67.23286438
79.53643799,-65.85008240
