Frequency,Channel A

0.00000000,-26.09874916
0.19073486,-32.79506302
0.38146973,-44.36711121
0.57220459,-47.90470505
0.76293945,-47.29230499
0.95367432,-52.57199097
1.14440918,-49.93288040
1.33514404,-53.02420044
1.52587891,-48.54288101
1.71661377,-54.36351013
1.90734863,-51.51728821
2.09808350,-56.35261917
2.28881836,-49.59934616
2.47955322,-60.09931564
2.67028809,-16.50205231
2.86102295,-2.31442261
3.05175781,2.09558463
3.24249268,-1.45982599
3.43322754,-14.44654846
3.62396240,-44.78960419
3.81469727,-58.36622620
4.00543213,-60.42145157
4.19616699,-56.61025238
4.38690186,-27.60053253
4.57763672,-16.17891121
4.76837158,-13.79015541
4.95910645,-19.18719101
5.14984131,-33.72641754
5.34057617,-48.85245895
5.53131104,-52.27185822
5.72204590,-62.74109268
5.91278076,-52.44601440
6.10351562,-49.71790314
6.29425049,-53.63509369
6.48498535,-64.77824402
6.67572021,-58.47633362
6.86645508,-63.44865799
7.05718994,-62.08781433
7.24792480,-62.87159729
7.43865967,-51.45269394
7.62939453,-46.62259674
7.82012939,-47.61528778
8.01086426,-54.08710098
8.20159912,-52.71459961
8.39233398,-50.32386017
8.58306885,-47.74410629
8.77380371,-43.38759995
8.96453857,-41.10829926
9.15527344,-40.84458160
9.34600830,-41.97047424
9.53674316,-45.38019562
9.72747803,-51.09062576
9.91821289,-61.35089111
10.10894775,-51.49702072
10.29968262,-49.38798523
10.49041748,-50.75503540
10.68115234,-54.02330399
10.87188721,-55.38074875
11.06262207,-51.44240570
11.25335693,-46.74207306
11.44409180,-45.66812897
11.63482666,-50.59712219
11.82556152,-54.80489731
12.01629639,-50.62185669
12.20703125,-49.08356476
12.39776611,-50.00584412
12.58850098,-53.37550354
12.77923584,-55.36765671
12.96997070,-53.96294403
13.16070557,-53.96030426
13.35144043,-54.10552979
13.54217529,-58.86145020
13.73291016,-57.29852295
13.92364502,-58.67844391
14.11437988,-54.31488037
14.30511475,-51.19927979
14.49584961,-57.08778763
14.68658447,-52.68119049
14.87731934,-48.27398300
15.06805420,-45.88632584
15.25878906,-51.25012207
15.44952393,-55.53562546
15.64025879,-51.70698166
15.83099365,-58.34778214
16.02172852,-66.05680847
16.21246338,-53.36410141
16.40319824,-51.37326050
16.59393311,-50.82798004
16.78466797,-49.39072037
16.97540283,-58.64015579
17.16613770,-62.33783340
17.35687256,-52.97280884
17.54760742,-48.67409134
17.73834229,-48.53024292
17.92907715,-47.98897171
18.11981201,-48.17306137
18.31054688,-50.38262939
18.50128174,-55.06612778
18.69201660,-61.52093887
18.88275146,-61.44528198
19.07348633,-55.17204666
19.26422119,-54.06828308
19.45495605,-56.56980515
19.64569092,-53.27500916
19.83642578,-48.60194397
20.02716064,-48.65145874
20.21789551,-52.29510880
20.40863037,-55.50786591
20.59936523,-61.00769043
20.79010010,-49.88181686
20.98083496,-47.72692871
21.17156982,-53.78197098
21.36230469,-61.83735657
21.55303955,-52.27582550
21.74377441,-54.56055069
21.93450928,-50.87166595
22.12524414,-53.48550415
22.31597900,-54.89841461
22.50671387,-51.04679871
22.69744873,-52.07733536
22.88818359,-53.30820465
23.07891846,-55.76580429
23.26965332,-50.57590866
23.46038818,-52.04767609
23.65112305,-70.36297607
23.84185791,-52.43745804
24.03259277,-49.60570908
24.22332764,-50.41275024
24.41406250,-51.94123077
24.60479736,-50.94301605
24.79553223,-50.90977478
24.98626709,-61.85661697
25.17700195,-56.91545105
25.36773682,-55.64389038
25.55847168,-55.69726944
25.74920654,-50.18643188
25.93994141,-47.62289047
26.13067627,-47.17193985
26.32141113,-50.43172836
26.51214600,-51.93130112
26.70288086,-49.93331909
26.89361572,-55.46322632
27.08435059,-51.57466507
27.27508545,-46.60708618
27.46582031,-48.25406647
27.65655518,-51.90208817
27.84729004,-49.47982407
28.03802490,-50.05119324
28.22875977,-55.30009842
28.41949463,-48.27329636
28.61022949,-46.44456863
28.80096436,-48.99523926
28.99169922,-50.43888092
29.18243408,-48.04190063
29.37316895,-47.53951645
29.56390381,-48.51021194
29.75463867,-48.79310989
29.94537354,-49.59278870
30.13610840,-53.07704926
30.32684326,-61.00212860
30.51757812,-57.07624817
30.70831299,-50.78637695
30.89904785,-54.01054764
31.08978271,-59.74739456
31.28051758,-63.94153976
31.47125244,-56.33539200
31.66198730,-53.31200027
31.85272217,-59.34973907
32.04345703,-72.91426849
32.23419189,-74.13947296
32.42492676,-59.08538437
32.61566162,-55.61361694
32.80639648,-60.43478012
32.99713135,-58.12294006
33.18786621,-56.14162827
33.37860107,-63.54708862
33.56933594,-54.78901291
33.76007080,-49.28547287
33.95080566,-53.66132736
34.14154053,-64.58438110
34.33227539,-64.03633118
34.52301025,-57.46711349
34.71374512,-63.78044510
34.90447998,-58.84570312
35.09521484,-51.20573425
35.28594971,-49.91242981
35.47668457,-50.23146820
35.66741943,-51.86569977
35.85815430,-49.40606689
36.04888916,-49.34412384
36.23962402,-74.29979706
36.43035889,-49.05051422
36.62109375,-45.36637115
36.81182861,-46.48935318
37.00256348,-51.12023926
37.19329834,-55.56159210
37.38403320,-59.04714203
37.57476807,-52.71078491
37.76550293,-50.19041443
37.95623779,-50.50045395
38.14697266,-50.72483444
38.33770752,-52.67227936
38.52844238,-64.51557159
