Time,Channel A

-0.00157900,1.57048249
-0.00093900,1.39469588
-0.00029900,1.39469588
0.00034100,1.21829891
0.00098100,1.21829891
0.00162100,1.21829891
0.00226100,1.04190195
0.00290100,1.04190195
0.00354100,0.86550492
0.00418100,0.86550492
0.00482100,0.68971831
0.00546100,0.68971831
0.00610100,0.51332134
0.00674100,0.51332134
0.00738100,0.33692434
0.00802100,0.33692434
0.00866100,0.33692434
0.00930100,0.16052736
0.00994100,-0.01525925
0.01058100,-0.01525925
0.01122100,-0.19104587
0.01186100,-0.19104587
0.01250100,-0.19104587
0.01314100,-0.36744285
0.01378100,-0.36744285
0.01442100,-0.54383981
0.01506100,-0.54383981
0.01570100,-0.72023684
0.01634100,-0.89602345
0.01698100,-0.89602345
0.01762100,-0.89602345
0.01826100,-1.07242048
0.01890100,-1.24881744
0.01954100,-1.24881744
0.02018100,-1.42521441
0.02082100,-1.42521441
0.02146100,-1.60100102
0.02210100,-1.60100102
0.02274100,-1.77739799
0.02338100,-1.77739799
0.02402100,-1.77739799
0.02466100,-1.95379496
0.02530100,-1.95379496
0.02594100,-2.13019204
0.02658100,-2.13019204
0.02722100,-2.30597854
0.02786100,-2.30597854
0.02850100,-2.30597854
0.02914100,-2.48237562
0.02978100,-2.48237562
0.03042100,-2.65877247
0.03106100,-2.65877247
0.03170100,-2.65877247
0.03234100,-2.83516955
0.03298100,-3.01095605
0.03362100,-3.01095605
0.03426100,-3.01095605
0.03490100,-3.18735313
0.03554100,-3.18735313
0.03618100,-3.18735313
0.03682100,-3.36375022
0.03746100,-3.36375022
0.03810100,-3.54014707
0.03874100,-3.54014707
0.03938100,-3.71593380
0.04002100,-3.71593380
0.04066100,-3.71593380
0.04130100,-3.89233065
0.04194100,-3.89233065
0.04258100,-3.89233065
0.04322100,-3.89233065
0.04386100,-4.06872749
0.04450100,-4.06872749
0.04514100,-4.24512482
0.04578100,-4.24512482
0.04642100,-4.24512482
0.04706100,-4.42091131
0.04770100,-4.42091131
0.04834100,-4.42091131
0.04898100,-4.59730816
0.04962100,-4.59730816
0.05026100,-4.59730816
0.05090100,-4.77370548
0.05154100,-4.77370548
0.05218100,-4.77370548
0.05282100,-4.77370548
0.05346100,-4.77370548
0.05410100,-4.95010233
0.05474100,-4.95010233
0.05538100,-4.95010233
0.05602100,-4.95010233
0.05666100,-5.12588882
0.05730100,-5.12588882
0.05794100,-5.12588882
0.05858100,-5.12588882
0.05922100,-5.12588882
0.05986100,-5.12588882
0.06050100,-5.12588882
0.06114100,-5.12588882
0.06178100,-5.30228567
0.06242100,-5.12588882
0.06306100,-5.12588882
0.06370100,-5.30228567
0.06434100,-5.30228567
0.06498100,-5.30228567
0.06562100,-5.30228567
0.06626100,-5.12588882
0.06690100,-5.30228567
0.06754100,-5.30228567
0.06818100,-5.30228567
0.06882100,-5.30228567
0.06946100,-5.30228567
0.07010100,-5.30228567
0.07074100,-5.30228567
0.07138100,-5.30228567
0.07202100,-5.30228567
0.07266100,-5.30228567
0.07330100,-5.30228567
0.07394100,-5.12588882
0.07458100,-5.12588882
0.07522100,-5.12588882
0.07586100,-5.12588882
0.07650100,-5.12588882
0.07714100,-5.12588882
0.07778100,-5.12588882
0.07842100,-5.12588882
0.07906100,-5.12588882
0.07970100,-4.95010233
0.08034100,-4.95010233
0.08098100,-4.95010233
0.08162100,-4.77370548
0.08226100,-4.77370548
0.08290100,-4.95010233
0.08354100,-4.77370548
0.08418100,-4.59730816
0.08482100,-4.59730816
0.08546100,-4.59730816
0.08610100,-4.59730816
0.08674100,-4.59730816
0.08738100,-4.42091131
0.08802100,-4.42091131
0.08866100,-4.42091131
0.08930100,-4.24512482
0.08994100,-4.24512482
0.09058100,-4.24512482
0.09122100,-4.06872749
0.09186100,-4.06872749
0.09250100,-3.89233065
0.09314100,-3.89233065
0.09378100,-3.89233065
0.09442100,-3.71593380
0.09506100,-3.71593380
0.09570100,-3.71593380
0.09634100,-3.71593380
0.09698100,-3.54014707
0.09762100,-3.36375022
0.09826100,-3.36375022
0.09890100,-3.36375022
0.09954100,-3.18735313
0.10018100,-3.18735313
0.10082100,-3.18735313
0.10146100,-3.01095605
0.10210100,-2.83516955
0.10274100,-2.83516955
0.10338100,-2.65877247
0.10402100,-2.65877247
0.10466100,-2.65877247
0.10530100,-2.48237562
0.10594100,-2.30597854
0.10658100,-2.48237562
0.10722100,-2.30597854
0.10786100,-2.13019204
0.10850100,-2.13019204
0.10914100,-2.13019204
0.10978100,-1.95379496
0.11042100,-1.77739799
0.11106100,-1.77739799
0.11170100,-1.60100102
0.11234100,-1.60100102
0.11298100,-1.42521441
0.11362100,-1.24881744
0.11426100,-1.24881744
0.11490100,-1.07242048
0.11554100,-1.07242048
0.11618100,-0.89602345
0.11682100,-0.72023684
0.11746100,-0.72023684
0.11810100,-0.54383981
0.11874100,-0.36744285
0.11938100,-0.36744285
0.12002100,-0.19104587
0.12066100,-0.19104587
0.12130100,-0.01525925
0.12194100,-0.01525925
0.12258100,0.16052736
0.12322100,0.16052736
0.12386100,0.33692434
0.12450100,0.51332134
0.12514100,0.51332134
0.12578100,0.51332134
0.12642100,0.68971831
0.12706100,0.86550492
0.12770100,1.04190195
0.12834100,1.04190195
0.12898100,1.21829891
0.12962100,1.21829891
0.13026100,1.39469588
0.13090100,1.39469588
0.13154100,1.57048249
0.13218100,1.74687946
0.13282100,1.74687946
0.13346100,1.92327642
0.13410100,1.92327642
0.13474100,1.92327642
0.13538100,2.09967351
0.13602100,2.27546000
0.13666100,2.27546000
0.13730100,2.45185709
0.13794100,2.62825394
0.13858100,2.62825394
0.13922100,2.80465102
0.13986100,2.98043752
0.14050100,2.98043752
0.14114100,3.15683460
0.14178100,3.15683460
0.14242100,3.15683460
0.14306100,3.33323169
0.14370100,3.50962853
0.14434100,3.50962853
0.14498100,3.68541527
0.14562100,3.68541527
0.14626100,3.86181211
0.14690100,3.86181211
0.14754100,3.86181211
0.14818100,4.03820896
0.14882100,4.03820896
0.14946100,4.21460629
0.15010100,4.21460629
0.15074100,4.21460629
0.15138100,4.39039278
0.15202100,4.39039278
0.15266100,4.56678963
0.15330100,4.74318695
0.15394100,4.74318695
0.15458100,4.74318695
0.15522100,4.91958380
0.15586100,4.91958380
0.15650100,4.91958380
0.15714100,5.09537029
0.15778100,5.27176714
0.15842100,5.27176714
0.15906100,5.27176714
0.15970100,5.27176714
0.16034100,5.27176714
0.16098100,5.44816446
0.16162100,5.44816446
0.16226100,5.44816446
0.16290100,5.62456131
0.16354100,5.62456131
0.16418100,5.62456131
0.16482100,5.62456131
0.16546100,5.80034781
0.16610100,5.80034781
0.16674100,5.80034781
0.16738100,5.80034781
0.16802100,5.97674465
0.16866100,5.80034781
0.16930100,5.97674465
0.16994100,5.97674465
0.17058100,5.97674465
0.17122100,5.97674465
0.17186100,5.97674465
0.17250100,5.97674465
0.17314100,6.15314198
0.17378100,5.97674465
0.17442100,6.15314198
0.17506100,6.15314198
0.17570100,6.15314198
0.17634100,6.15314198
0.17698100,6.15314198
0.17762100,6.15314198
0.17826100,6.15314198
0.17890100,6.15314198
0.17954100,6.15314198
0.18018100,6.15314198
0.18082100,6.15314198
0.18146100,6.15314198
0.18210100,6.15314198
0.18274100,6.15314198
0.18338100,6.15314198
0.18402100,6.15314198
0.18466100,6.15314198
0.18530100,5.97674465
0.18594100,6.15314198
0.18658100,5.97674465
0.18722100,6.15314198
0.18786100,5.97674465
0.18850100,6.15314198
0.18914100,5.97674465
0.18978100,5.97674465
0.19042100,5.97674465
0.19106100,5.80034781
0.19170100,5.80034781
0.19234100,5.97674465
0.19298100,5.80034781
0.19362100,5.80034781
0.19426100,5.62456131
