1.00000000,0.07476921
2.00000000,0.07565972
3.00000000,0.07591455
4.00000000,0.07675593
5.00000000,0.07693370
6.00000000,0.07762310
7.00000000,0.07761654
8.00000000,0.07842435
9.00000000,0.07733837
10.00000000,0.07815656
11.00000000,0.07790005
12.00000000,0.07710460
13.00000000,0.07614710
14.00000000,0.07554131
15.00000000,0.07478660
16.00000000,0.07462745
17.00000000,0.07386130
18.00000000,0.07290150
19.00000000,0.07378836
20.00000000,0.07335332
21.00000000,0.07360998
22.00000000,0.07367681
23.00000000,0.07368551
24.00000000,0.07472450
25.00000000,0.07519753
26.00000000,0.07538155
27.00000000,0.07671077
28.00000000,0.07797299
29.00000000,0.07983307
30.00000000,0.08086595
31.00000000,0.08102434
32.00000000,0.08069017
33.00000000,0.08053956
34.00000000,0.07916106
35.00000000,0.07943465
36.00000000,0.07863722
37.00000000,0.07769162
38.00000000,0.07648585
39.00000000,0.07585138
40.00000000,0.07477836
41.00000000,0.07540887
42.00000000,0.07440986
43.00000000,0.07347234
44.00000000,0.07373587
45.00000000,0.07413565
46.00000000,0.07532525
47.00000000,0.07633555
48.00000000,0.07706477
49.00000000,0.07851484
50.00000000,0.07859281
51.00000000,0.08087480
52.00000000,0.08175235
53.00000000,0.08178470
54.00000000,0.08354726
55.00000000,0.08298985
56.00000000,0.08301213
57.00000000,0.08284260
58.00000000,0.08232929
59.00000000,0.08150530
60.00000000,0.08078431
61.00000000,0.07865660
62.00000000,0.07710277
63.00000000,0.07660914
64.00000000,0.07525780
65.00000000,0.07480186
66.00000000,0.07347326
67.00000000,0.07231250
68.00000000,0.07305913
69.00000000,0.07232349
70.00000000,0.07370581
71.00000000,0.07350240
72.00000000,0.07444816
73.00000000,0.07518471
74.00000000,0.07507286
75.00000000,0.07777508
76.00000000,0.07721782
77.00000000,0.08008453
78.00000000,0.07960983
79.00000000,0.08142641
80.00000000,0.08119921
81.00000000,0.08179568
82.00000000,0.08223651
83.00000000,0.08201205
84.00000000,0.08051850
85.00000000,0.08016953
86.00000000,0.07872709
87.00000000,0.07860090
88.00000000,0.07620478
89.00000000,0.07522515
90.00000000,0.07423209
91.00000000,0.07272786
92.00000000,0.07333730
93.00000000,0.07211048
94.00000000,0.07175418
95.00000000,0.07158953
96.00000000,0.07183062
97.00000000,0.07215229
98.00000000,0.07245808
99.00000000,0.07401953
100.00000000,0.07463386
101.00000000,0.07621851
102.00000000,0.07752667
103.00000000,0.07835981
104.00000000,0.07982437
105.00000000,0.08062257
106.00000000,0.08119524
107.00000000,0.08188586
108.00000000,0.08172824
109.00000000,0.08187655
110.00000000,0.08062745
111.00000000,0.07987503
112.00000000,0.07845121
113.00000000,0.07727153
114.00000000,0.07605936
115.00000000,0.07513741
116.00000000,0.07368551
117.00000000,0.07332967
118.00000000,0.07246494
119.00000000,0.07229603
120.00000000,0.07283146
121.00000000,0.07307103
122.00000000,0.07412940
123.00000000,0.07456779
124.00000000,0.07747234
125.00000000,0.07637842
126.00000000,0.07877028
127.00000000,0.07791043
128.00000000,0.07946807
129.00000000,0.07829435
130.00000000,0.08007523
131.00000000,0.07898802
132.00000000,0.07864302
133.00000000,0.07837919
134.00000000,0.07839078
135.00000000,0.07808591
136.00000000,0.07895293
137.00000000,0.07653681
138.00000000,0.07658473
139.00000000,0.07610101
140.00000000,0.07531106
141.00000000,0.07487022
142.00000000,0.07513054
143.00000000,0.07479667
144.00000000,0.07488273
