Time (UTC +02:00 M/d/yyyy h:mm:ss tt),Peak to peak (A) (V),Frequency (A) (Hz)
4/28/2025 9:59:21 PM,0.037430953,13117.63
4/28/2025 9:59:21 PM,0.037430953,13238.126
4/28/2025 9:59:21 PM,0.036985382,13364.147
4/28/2025 9:59:21 PM,0.037430953,13464.63
4/28/2025 9:59:21 PM,0.036985382,13559.88
4/28/2025 9:59:21 PM,0.037430953,13679.671
4/28/2025 9:59:21 PM,0.03653981,13771.392
4/28/2025 9:59:21 PM,0.037876524,13862.994
4/28/2025 9:59:21 PM,0.036985382,13970.636
4/28/2025 9:59:21 PM,0.037430953,14096.533
4/28/2025 9:59:21 PM,0.037430953,14199.053
4/28/2025 9:59:21 PM,0.037876524,14301.599
4/28/2025 9:59:21 PM,0.037430953,14398.602
4/28/2025 9:59:21 PM,0.037430953,14512.074
4/28/2025 9:59:21 PM,0.037430953,14620.708
4/28/2025 9:59:21 PM,0.037876524,14732.949
4/28/2025 9:59:21 PM,0.03609424,14848.465
4/28/2025 9:59:21 PM,0.037876524,14952.634
4/28/2025 9:59:21 PM,0.037876524,15056.8545
4/28/2025 9:59:21 PM,0.037430953,15151.394
4/28/2025 9:59:21 PM,0.037876524,15247.816
4/28/2025 9:59:21 PM,0.036985382,15377.751
4/28/2025 9:59:21 PM,0.037876524,15484.233
4/28/2025 9:59:21 PM,0.037876524,15627.004
4/28/2025 9:59:21 PM,0.037430953,15742.057
4/28/2025 9:59:21 PM,0.037430953,15855.812
4/28/2025 9:59:21 PM,0.037876524,15947.972
4/28/2025 9:59:21 PM,0.037876524,16058.583
4/28/2025 9:59:21 PM,0.037430953,16163.101
4/28/2025 9:59:21 PM,0.037430953,16273.947
4/28/2025 9:59:21 PM,0.037876524,16406.049
4/28/2025 9:59:21 PM,0.037876524,16487.582
4/28/2025 9:59:21 PM,0.037430953,16613.771
4/28/2025 9:59:21 PM,0.037430953,16695.096
4/28/2025 9:59:22 PM,0.037876524,16804.32
4/28/2025 9:59:22 PM,0.036985382,16922.383
4/28/2025 9:59:22 PM,0.038322095,17027.244
4/28/2025 9:59:22 PM,0.038322095,17223.148
4/28/2025 9:59:22 PM,0.037876524,17376.736
4/28/2025 9:59:22 PM,0.038322095,17499.68
4/28/2025 9:59:22 PM,0.037876524,17600.252
4/28/2025 9:59:22 PM,0.038322095,17700.822
4/28/2025 9:59:22 PM,0.037876524,17822.047
4/28/2025 9:59:22 PM,0.037876524,17920.426
4/28/2025 9:59:22 PM,0.037430953,18028.072
4/28/2025 9:59:22 PM,0.038322095,18170.94
4/28/2025 9:59:22 PM,0.037876524,18264.291
4/28/2025 9:59:22 PM,0.038322095,18417.682
4/28/2025 9:59:22 PM,0.037876524,18505.406
4/28/2025 9:59:22 PM,0.038322095,18617.963
4/28/2025 9:59:22 PM,0.037430953,18725.838
4/28/2025 9:59:22 PM,0.038322095,18863.986
4/28/2025 9:59:22 PM,0.037876524,18964.326
4/28/2025 9:59:22 PM,0.038322095,19072.016
4/28/2025 9:59:22 PM,0.037876524,19172.395
4/28/2025 9:59:22 PM,0.038322095,19262.873
4/28/2025 9:59:22 PM,0.038322095,19385.607
4/28/2025 9:59:22 PM,0.037876524,19481.041
4/28/2025 9:59:22 PM,0.03609424,19599.094
4/28/2025 9:59:22 PM,0.038767666,19707.207
4/28/2025 9:59:22 PM,0.038322095,19797.562
4/28/2025 9:59:22 PM,0.038767666,19900.617
4/28/2025 9:59:22 PM,0.038322095,20014
4/28/2025 9:59:22 PM,0.037876524,20127.05
4/28/2025 9:59:22 PM,0.037876524,20222.002
4/28/2025 9:59:22 PM,0.038322095,20332.533
4/28/2025 9:59:22 PM,0.037876524,20424.178
4/28/2025 9:59:22 PM,0.037876524,20532.852
4/28/2025 9:59:22 PM,0.038322095,20656.846
