Frequency,Channel A

0.00000000,-31.53985214
0.19073486,-38.63452530
0.38146973,-54.05329895
0.57220459,-54.92941284
0.76293945,-54.08828735
0.95367432,-53.99881744
1.14440918,-57.60787201
1.33514404,-64.42095947
1.52587891,-60.96854401
1.71661377,-57.16273880
1.90734863,-58.24790192
2.09808350,-56.05735779
2.28881836,-55.65284348
2.47955322,-59.43179703
2.67028809,-62.75453949
2.86102295,-56.38468170
3.05175781,-52.35330200
3.24249268,-57.60312653
3.43322754,-54.03995895
3.62396240,-46.20109940
3.81469727,-56.82526016
4.00543213,-45.44489288
4.19616699,-37.69265747
4.38690186,-11.78536606
4.57763672,-0.64176834
4.76837158,1.78829134
4.95910645,-3.62220311
5.14984131,-18.79324722
5.34057617,-46.64295197
5.53131104,-44.28936386
5.72204590,-53.84455872
5.91278076,-48.44702911
6.10351562,-61.02092743
6.29425049,-56.20790863
6.48498535,-53.86398315
6.67572021,-58.36597443
6.86645508,-63.20716858
7.05718994,-56.93790817
7.24792480,-51.73512268
7.43865967,-54.54933929
7.62939453,-64.28933716
7.82012939,-53.87078857
8.01086426,-54.85208511
8.20159912,-49.86387253
8.39233398,-51.01634216
8.58306885,-50.78445435
8.77380371,-52.04219055
8.96453857,-63.18669891
9.15527344,-50.83609009
9.34600830,-51.15328217
9.53674316,-50.65874481
9.72747803,-49.25588608
9.91821289,-51.79383087
10.10894775,-57.76277924
10.29968262,-55.93404770
10.49041748,-54.42100143
10.68115234,-53.21712494
10.87188721,-54.70995331
11.06262207,-60.73159027
11.25335693,-61.29114532
11.44409180,-56.06642151
11.63482666,-63.57892990
11.82556152,-60.63294220
12.01629639,-55.19366455
12.20703125,-54.78524780
12.39776611,-56.46626282
12.58850098,-54.18186188
12.77923584,-54.64183807
12.96997070,-52.05612946
13.16070557,-49.13261414
13.35144043,-49.71624374
13.54217529,-34.19301605
13.73291016,-20.62429237
13.92364502,-12.86078548
14.11437988,-12.02827072
14.30511475,-17.89733696
14.49584961,-31.62718010
14.68658447,-42.47634125
14.87731934,-45.86547470
15.06805420,-45.85595703
15.25878906,-47.49449921
15.44952393,-57.64246368
15.64025879,-50.04124451
15.83099365,-51.04433441
16.02172852,-53.28141785
16.21246338,-55.10701752
16.40319824,-56.34847260
16.59393311,-54.18845749
16.78466797,-60.02120590
16.97540283,-68.63320923
17.16613770,-74.67255402
17.35687256,-60.45632935
17.54760742,-55.35723114
17.73834229,-55.18272018
17.92907715,-62.74560928
18.11981201,-55.37126923
18.31054688,-51.28755951
18.50128174,-52.09452057
18.69201660,-54.64596558
18.88275146,-63.20705414
19.07348633,-58.30262756
19.26422119,-49.11784363
19.45495605,-48.21133423
19.64569092,-57.35781860
19.83642578,-56.58393478
20.02716064,-51.41598511
20.21789551,-52.93323135
20.40863037,-56.21234131
20.59936523,-64.48397827
20.79010010,-64.98960876
20.98083496,-68.76409912
21.17156982,-73.32891846
21.36230469,-67.68350220
21.55303955,-57.07449341
21.74377441,-54.63163757
21.93450928,-54.78935623
22.12524414,-56.61718750
22.31597900,-57.06007385
22.50671387,-57.23093033
22.69744873,-55.79335785
22.88818359,-49.70198822
23.07891846,-45.96412277
23.26965332,-44.20545578
23.46038818,-49.58839798
23.65112305,-51.06154633
23.84185791,-45.18753815
24.03259277,-44.94375229
24.22332764,-51.04872894
24.41406250,-57.40693665
24.60479736,-55.61306381
24.79553223,-61.00986099
24.98626709,-62.24289703
25.17700195,-52.57822037
25.36773682,-48.77851868
25.55847168,-50.01579285
25.74920654,-54.07373047
25.93994141,-55.64664459
26.13067627,-50.56481171
26.32141113,-49.57247162
26.51214600,-54.89603043
26.70288086,-58.35368729
26.89361572,-58.22172165
27.08435059,-50.88984680
27.27508545,-50.88059235
27.46582031,-49.64617157
27.65655518,-49.18708801
27.84729004,-54.49313736
28.03802490,-69.35886383
28.22875977,-55.33952332
28.41949463,-48.20984268
28.61022949,-47.75383377
28.80096436,-52.28810120
28.99169922,-52.03314972
29.18243408,-52.15120316
29.37316895,-59.91089249
29.56390381,-51.96739578
29.75463867,-53.96349335
29.94537354,-74.49282837
30.13610840,-66.29119110
30.32684326,-61.78102875
30.51757812,-55.61233521
30.70831299,-55.11087036
30.89904785,-61.89479828
31.08978271,-63.90914536
31.28051758,-59.43761444
31.47125244,-54.55457687
31.66198730,-51.87406158
31.85272217,-52.10096359
32.04345703,-51.45620728
32.23419189,-51.67023468
32.42492676,-55.94443512
32.61566162,-50.05355072
32.80639648,-45.73974991
32.99713135,-43.17480469
33.18786621,-43.81381226
33.37860107,-44.24985504
33.56933594,-41.91889954
33.76007080,-43.73242188
33.95080566,-46.86568832
34.14154053,-47.90794754
34.33227539,-48.28336334
34.52301025,-47.52628326
34.71374512,-48.98498535
34.90447998,-57.28883743
35.09521484,-56.21498871
35.28594971,-54.73255539
35.47668457,-64.27499390
35.66741943,-61.02925873
35.85815430,-52.78582764
36.04888916,-51.50322723
36.23962402,-58.62242126
36.43035889,-61.48680878
36.62109375,-53.41492081
36.81182861,-50.86009979
37.00256348,-50.64833069
37.19329834,-51.56502533
37.38403320,-56.88909149
37.57476807,-64.04286194
37.76550293,-58.56679535
37.95623779,-57.76674271
38.14697266,-56.00532913
38.33770752,-56.54818726
38.52844238,-58.66783524
38.71917725,-66.92022705
38.90991211,-63.77973175
39.10064697,-56.61891937
39.29138184,-55.51767349
39.48211670,-64.43047333
39.67285156,-64.24188995
39.86358643,-62.68074417
40.05432129,-60.06437683
40.24505615,-53.58508682
40.43579102,-54.17333603
40.62652588,-59.56359863
40.81726074,-56.23205185
41.00799561,-60.65887833
41.19873047,-66.59307861
41.38946533,-55.41915131
41.58020020,-65.15930939
41.77093506,-51.59568787
41.96166992,-47.83326721
42.15240479,-48.62921143
42.34313965,-49.95933151
42.53387451,-49.47502899
42.72460938,-46.97797394
42.91534424,-44.67079163
43.10607910,-44.82178497
43.29681396,-47.39843369
43.48754883,-52.97572708
43.67828369,-53.48046112
43.86901855,-48.65507507
44.05975342,-53.84238815
44.25048828,-57.84095383
44.44122314,-50.83156967
44.63195801,-51.21986389
44.82269287,-59.49565506
45.01342773,-62.00040436
45.20416260,-58.06881714
45.39489746,-61.65310669
45.58563232,-60.93566513
45.77636719,-61.49380493
45.96710205,-67.90904236
46.15783691,-56.04888153
46.34857178,-61.16183853
46.53930664,-59.62421799
46.73004150,-68.43581390
46.92077637,-61.59539795
47.11151123,-58.03879547
47.30224609,-58.12572861
47.49298096,-58.81459045
47.68371582,-51.87139511
47.87445068,-49.15485382
48.06518555,-48.12025070
48.25592041,-48.56745911
48.44665527,-49.18546677
48.63739014,-64.40810394
48.82812500,-54.65216827
49.01885986,-54.98553467
49.20959473,-53.20627594
49.40032959,-53.36396027
49.59106445,-58.05406189
49.78179932,-68.61079407
49.97253418,-63.73674393
50.16326904,-53.37744904
50.35400391,-52.10911560
50.54473877,-52.08462143
50.73547363,-51.98895264
50.92620850,-57.77328873
51.11694336,-69.27204895
51.30767822,-63.46513748
51.49841309,-51.59506989
51.68914795,-50.84400940
51.87988281,-55.86038589
52.07061768,-54.66300583
52.26135254,-62.10841370
52.45208740,-58.96198654
52.64282227,-54.26177216
52.83355713,-50.57076263
53.02429199,-54.64107513
53.21502686,-66.34934235
53.40576172,-55.49818039
53.59649658,-57.38972092
53.78723145,-66.80627441
53.97796631,-54.24993515
54.16870117,-56.49015427
54.35943604,-62.39774704
54.55017090,-60.64746857
54.74090576,-71.87129211
54.93164062,-62.50643158
55.12237549,-51.00026703
55.31311035,-50.55355453
55.50384521,-78.25804138
55.69458008,-55.41648102
55.88531494,-59.46945572
56.07604980,-60.69695282
56.26678467,-57.66987228
56.45751953,-59.43649673
56.64825439,-60.12504578
56.83898926,-54.23399353
57.02972412,-55.46907043
57.22045898,-56.10036469
57.41119385,-54.17315674
57.60192871,-59.22297668
57.79266357,-56.44038773
57.98339844,-54.90939713
58.17413330,-52.49105835
58.36486816,-57.24525070
58.55560303,-54.44985199
