Time,Channel 
(ms),(V)

0.07442100,-1.77739799
0.07506100,-1.77739799
0.07570100,-1.95379496
0.07634100,-2.13019204
0.07698100,-2.30597854
0.07762100,-2.48237562
0.07826100,-2.48237562
0.07890100,-2.65877247
0.07954100,-3.01095605
0.08018100,-3.01095605
0.08082100,-3.18735313
0.08146100,-3.18735313
0.08210100,-3.54014707
0.08274100,-3.71593380
0.08338100,-3.71593380
0.08402100,-3.89233065
0.08466100,-4.06872749
0.08530100,-4.24512482
0.08594100,-4.24512482
0.08658100,-4.42091131
0.08722100,-4.42091131
0.08786100,-4.59730816
0.08850100,-4.77370548
0.08914100,-4.77370548
0.08978100,-4.77370548
0.09042100,-4.95010233
0.09106100,-5.12588882
0.09170100,-5.12588882
0.09234100,-5.12588882
0.09298100,-5.30228567
0.09362100,-5.12588882
0.09426100,-5.30228567
0.09490100,-5.12588882
0.09554100,-5.12588882
0.09618100,-5.12588882
0.09682100,-5.12588882
0.09746100,-5.12588882
0.09810100,-5.12588882
0.09874100,-4.95010233
0.09938100,-4.95010233
0.10002100,-4.77370548
0.10066100,-4.59730816
0.10130100,-4.59730816
0.10194100,-4.42091131
0.10258100,-4.24512482
0.10322100,-4.06872749
0.10386100,-3.89233065
0.10450100,-3.71593380
0.10514100,-3.54014707
0.10578100,-3.36375022
0.10642100,-3.18735313
0.10706100,-3.01095605
0.10770100,-2.83516955
0.10834100,-2.65877247
0.10898100,-2.30597854
0.10962100,-2.13019204
0.11026100,-1.95379496
0.11090100,-1.60100102
0.11154100,-1.42521441
0.11218100,-1.07242048
0.11282100,-0.89602345
0.11346100,-0.54383981
0.11410100,-0.19104587
0.11474100,-0.01525925
0.11538100,0.33692434
0.11602100,0.51332134
0.11666100,0.86550492
0.11730100,1.04190195
0.11794100,1.39469588
0.11858100,1.74687946
0.11922100,1.92327642
0.11986100,2.27546000
0.12050100,2.45185709
0.12114100,2.80465102
0.12178100,3.15683460
0.12242100,3.33323169
0.12306100,3.68541527
0.12370100,3.86181211
0.12434100,4.21460629
0.12498100,4.56678963
0.12562100,4.74318695
0.12626100,4.91958380
0.12690100,5.27176714
0.12754100,5.44816446
0.12818100,5.62456131
0.12882100,5.80034781
0.12946100,6.15314198
0.13010100,6.15314198
0.13074100,6.50532532
0.13138100,6.50532532
0.13202100,6.85811949
0.13266100,6.85811949
0.13330100,7.03451633
0.13394100,7.21030283
0.13458100,7.21030283
0.13522100,7.38670015
0.13586100,7.56309700
0.13650100,7.56309700
0.13714100,7.56309700
0.13778100,7.56309700
0.13842100,7.73949385
0.13906100,7.56309700
0.13970100,7.73949385
0.14034100,7.73949385
0.14098100,7.73949385
0.14162100,7.73949385
0.14226100,7.73949385
0.14290100,7.73949385
0.14354100,7.56309700
0.14418100,7.56309700
0.14482100,7.56309700
0.14546100,7.38670015
0.14610100,7.38670015
0.14674100,7.21030283
0.14738100,7.21030283
0.14802100,6.85811949
0.14866100,6.85811949
0.14930100,6.68172264
0.14994100,6.68172264
0.15058100,6.50532532
0.15122100,6.32953882
0.15186100,6.15314198
0.15250100,5.97674465
0.15314100,5.80034781
0.15378100,5.62456131
0.15442100,5.44816446
0.15506100,5.27176714
0.15570100,4.91958380
0.15634100,4.74318695
0.15698100,4.56678963
0.15762100,4.39039278
0.15826100,4.21460629
0.15890100,4.03820896
0.15954100,3.86181211
0.16018100,3.50962853
0.16082100,3.50962853
0.16146100,3.15683460
0.16210100,3.15683460
0.16274100,2.80465102
0.16338100,2.62825394
0.16402100,2.45185709
0.16466100,2.27546000
0.16530100,2.09967351
0.16594100,1.92327642
0.16658100,1.92327642
0.16722100,1.57048249
0.16786100,1.39469588
0.16850100,1.39469588
0.16914100,1.21829891
0.16978100,1.04190195
0.17042100,0.86550492
0.17106100,0.86550492
0.17170100,0.68971831
0.17234100,0.51332134
0.17298100,0.51332134
0.17362100,0.51332134
0.17426100,0.33692434
0.17490100,0.33692434
0.17554100,0.33692434
0.17618100,0.16052736
0.17682100,0.16052736
0.17746100,0.16052736
0.17810100,-0.01525925
0.17874100,0.16052736
0.17938100,-0.01525925
0.18002100,0.16052736
0.18066100,0.16052736
0.18130100,0.16052736
0.18194100,0.16052736
0.18258100,0.33692434
0.18322100,0.33692434
0.18386100,0.33692434
0.18450100,0.33692434
0.18514100,0.33692434
0.18578100,0.33692434
0.18642100,0.51332134
0.18706100,0.51332134
0.18770100,0.68971831
0.18834100,0.86550492
0.18898100,0.86550492
0.18962100,1.04190195
0.19026100,1.04190195
0.19090100,1.21829891
0.19154100,1.21829891
0.19218100,1.39469588
0.19282100,1.57048249
0.19346100,1.74687946
0.19410100,1.74687946
0.19474100,1.92327642
0.19538100,1.92327642
0.19602100,2.09967351
0.19666100,2.27546000
0.19730100,2.27546000
0.19794100,2.45185709
0.19858100,2.62825394
0.19922100,2.62825394
0.19986100,2.62825394
0.20050100,2.80465102
0.20114100,2.98043752
0.20178100,2.98043752
0.20242100,2.98043752
0.20306100,3.15683460
0.20370100,3.15683460
0.20434100,3.33323169
0.20498100,3.33323169
0.20562100,3.33323169
0.20626100,3.33323169
0.20690100,3.33323169
0.20754100,3.33323169
0.20818100,3.50962853
0.20882100,3.33323169
0.20946100,3.50962853
0.21010100,3.50962853
0.21074100,3.50962853
0.21138100,3.33323169
0.21202100,3.33323169
0.21266100,3.33323169
0.21330100,3.15683460
0.21394100,3.15683460
0.21458100,3.15683460
0.21522100,2.98043752
0.21586100,2.98043752
0.21650100,2.80465102
0.21714100,2.62825394
0.21778100,2.45185709
0.21842100,2.45185709
0.21906100,2.27546000
0.21970100,1.92327642
0.22034100,1.92327642
0.22098100,1.74687946
0.22162100,1.57048249
0.22226100,1.39469588
0.22290100,1.21829891
0.22354100,0.86550492
0.22418100,0.86550492
0.22482100,0.51332134
0.22546100,0.33692434
0.22610100,0.16052736
0.22674100,-0.19104587
0.22738100,-0.36744285
0.22802100,-0.54383981
0.22866100,-0.72023684
0.22930100,-1.07242048
0.22994100,-1.24881744
0.23058100,-1.60100102
0.23122100,-1.77739799
0.23186100,-1.95379496
0.23250100,-2.30597854
0.23314100,-2.48237562
0.23378100,-2.65877247
0.23442100,-3.01095605
0.23506100,-3.18735313
0.23570100,-3.36375022
0.23634100,-3.71593380
0.23698100,-3.89233065
0.23762100,-4.06872749
0.23826100,-4.24512482
0.23890100,-4.59730816
0.23954100,-4.95010233
0.24018100,-5.12588882
0.24082100,-5.30228567
0.24146100,-5.47868299
0.24210100,-5.65507984
0.24274100,-5.83086634
0.24338100,-6.00726318
0.24402100,-6.18366051
0.24466100,-6.18366051
0.24530100,-6.53584385
0.24594100,-6.71224117
0.24658100,-6.71224117
0.24722100,-6.88863802
0.24786100,-6.88863802
0.24850100,-7.06503487
0.24914100,-7.24082136
0.24978100,-7.24082136
0.25042100,-7.41721869
0.25106100,-7.41721869
0.25170100,-7.41721869
0.25234100,-7.41721869
0.25298100,-7.41721869
0.25362100,-7.41721869
0.25426100,-7.41721869
0.25490100,-7.41721869
0.25554100,-7.41721869
0.25618100,-7.41721869
0.25682100,-7.41721869
0.25746100,-7.41721869
0.25810100,-7.24082136
0.25874100,-7.24082136
0.25938100,-7.24082136
0.26002100,-7.06503487
0.26066100,-6.88863802
0.26130100,-6.88863802
0.26194100,-6.71224117
0.26258100,-6.53584385
0.26322100,-6.53584385
0.26386100,-6.36005735
0.26450100,-6.18366051
0.26514100,-6.00726318
0.26578100,-6.00726318
0.26642100,-5.83086634
0.26706100,-5.47868299
0.26770100,-5.30228567
0.26834100,-5.12588882
0.26898100,-5.12588882
0.26962100,-4.77370548
0.27026100,-4.59730816
0.27090100,-4.42091131
0.27154100,-4.24512482
0.27218100,-3.89233065
0.27282100,-3.89233065
0.27346100,-3.71593380
0.27410100,-3.54014707
0.27474100,-3.18735313
0.27538100,-3.18735313
0.27602100,-3.01095605
0.27666100,-2.65877247
0.27730100,-2.48237562
0.27794100,-2.30597854
0.27858100,-2.13019204
0.27922100,-1.95379496
0.27986100,-1.77739799
0.28050100,-1.60100102
0.28114100,-1.60100102
0.28178100,-1.24881744
0.28242100,-1.07242048
0.28306100,-0.89602345
0.28370100,-0.89602345
0.28434100,-0.72023684
0.28498100,-0.54383981
0.28562100,-0.36744285
0.28626100,-0.36744285
0.28690100,-0.19104587
0.28754100,-0.19104587
0.28818100,-0.01525925
0.28882100,-0.01525925
0.28946100,0.16052736
0.29010100,0.33692434
0.29074100,0.33692434
0.29138100,0.33692434
0.29202100,0.33692434
0.29266100,0.51332134
0.29330100,0.51332134
0.29394100,0.51332134
0.29458100,0.51332134
0.29522100,0.51332134
0.29586100,0.51332134
0.29650100,0.51332134
0.29714100,0.51332134
0.29778100,0.51332134
0.29842100,0.51332134
0.29906100,0.51332134
0.29970100,0.51332134
0.30034100,0.33692434
0.30098100,0.33692434
0.30162100,0.33692434
0.30226100,0.33692434
0.30290100,0.16052736
0.30354100,0.16052736
0.30418100,0.16052736
0.30482100,-0.01525925
0.30546100,-0.19104587
0.30610100,-0.19104587
0.30674100,-0.19104587
0.30738100,-0.36744285
0.30802100,-0.36744285
0.30866100,-0.54383981
0.30930100,-0.54383981
0.30994100,-0.72023684
0.31058100,-0.72023684
0.31122100,-0.89602345
0.31186100,-0.89602345
0.31250100,-1.07242048
0.31314100,-1.07242048
0.31378100,-1.24881744
0.31442100,-1.24881744
0.31506100,-1.42521441
0.31570100,-1.60100102
0.31634100,-1.60100102
0.31698100,-1.60100102
0.31762100,-1.60100102
0.31826100,-1.60100102
0.31890100,-1.60100102
0.31954100,-1.77739799
0.32018100,-1.77739799
0.32082100,-1.77739799
0.32146100,-1.95379496
0.32210100,-1.77739799
0.32274100,-1.77739799
0.32338100,-1.95379496
0.32402100,-1.77739799
0.32466100,-1.77739799
0.32530100,-1.77739799
0.32594100,-1.77739799
0.32658100,-1.77739799
0.32722100,-1.60100102
0.32786100,-1.60100102
0.32850100,-1.60100102
0.32914100,-1.60100102
0.32978100,-1.60100102
0.33042100,-1.42521441
0.33106100,-1.24881744
0.33170100,-1.07242048
0.33234100,-1.07242048
0.33298100,-1.07242048
0.33362100,-0.89602345
0.33426100,-0.72023684
0.33490100,-0.72023684
0.33554100,-0.36744285
0.33618100,-0.36744285
0.33682100,-0.19104587
0.33746100,-0.01525925
0.33810100,0.16052736
0.33874100,0.33692434
0.33938100,0.51332134
0.34002100,0.68971831
0.34066100,0.86550492
0.34130100,1.21829891
0.34194100,1.21829891
0.34258100,1.39469588
0.34322100,1.74687946
0.34386100,1.74687946
0.34450100,1.92327642
0.34514100,2.27546000
0.34578100,2.45185709
0.34642100,2.62825394
0.34706100,2.80465102
0.34770100,3.15683460
0.34834100,3.33323169
0.34898100,3.33323169
0.34962100,3.68541527
0.35026100,3.86181211
0.35090100,4.03820896
0.35154100,4.21460629
0.35218100,4.39039278
0.35282100,4.56678963
0.35346100,4.74318695
0.35410100,4.91958380
0.35474100,5.09537029
0.35538100,5.27176714
0.35602100,5.44816446
0.35666100,5.62456131
0.35730100,5.80034781
0.35794100,5.97674465
0.35858100,5.97674465
0.35922100,6.15314198
0.35986100,6.32953882
0.36050100,6.50532532
0.36114100,6.50532532
0.36178100,6.68172264
0.36242100,6.68172264
0.36306100,6.68172264
0.36370100,6.85811949
0.36434100,6.85811949
0.36498100,6.85811949
0.36562100,7.03451633
0.36626100,6.85811949
0.36690100,7.03451633
0.36754100,7.03451633
0.36818100,7.03451633
0.36882100,6.85811949
0.36946100,6.85811949
0.37010100,7.03451633
0.37074100,6.85811949
0.37138100,6.85811949
0.37202100,6.85811949
0.37266100,6.68172264
0.37330100,6.68172264
0.37394100,6.50532532
0.37458100,6.50532532
0.37522100,6.32953882
0.37586100,6.32953882
0.37650100,6.15314198
0.37714100,5.97674465
0.37778100,5.97674465
0.37842100,5.80034781
0.37906100,5.62456131
0.37970100,5.44816446
0.38034100,5.27176714
0.38098100,5.27176714
0.38162100,4.91958380
0.38226100,4.74318695
0.38290100,4.56678963
0.38354100,4.56678963
0.38418100,4.21460629
0.38482100,4.03820896
0.38546100,3.86181211
0.38610100,3.86181211
0.38674100,3.68541527
0.38738100,3.33323169
0.38802100,3.15683460
0.38866100,2.98043752
0.38930100,2.80465102
0.38994100,2.62825394
0.39058100,2.45185709
0.39122100,2.27546000
0.39186100,2.09967351
0.39250100,1.92327642
0.39314100,1.57048249
0.39378100,1.39469588
0.39442100,1.21829891
0.39506100,1.04190195
0.39570100,1.04190195
0.39634100,0.86550492
0.39698100,0.68971831
0.39762100,0.33692434
0.39826100,0.33692434
0.39890100,0.16052736
0.39954100,0.16052736
0.40018100,-0.19104587
0.40082100,-0.19104587
0.40146100,-0.36744285
0.40210100,-0.36744285
0.40274100,-0.54383981
0.40338100,-0.54383981
0.40402100,-0.72023684
0.40466100,-0.72023684
0.40530100,-0.89602345
0.40594100,-0.89602345
0.40658100,-1.07242048
0.40722100,-1.07242048
0.40786100,-1.07242048
0.40850100,-1.07242048
0.40914100,-1.24881744
0.40978100,-1.24881744
0.41042100,-1.24881744
0.41106100,-1.24881744
0.41170100,-1.24881744
0.41234100,-1.24881744
0.41298100,-1.24881744
0.41362100,-1.24881744
0.41426100,-1.24881744
0.41490100,-1.24881744
0.41554100,-1.24881744
0.41618100,-1.24881744
0.41682100,-1.07242048
0.41746100,-1.07242048
0.41810100,-1.07242048
0.41874100,-1.07242048
0.41938100,-0.89602345
0.42002100,-0.89602345
0.42066100,-0.89602345
0.42130100,-0.72023684
0.42194100,-0.72023684
0.42258100,-0.72023684
0.42322100,-0.54383981
0.42386100,-0.54383981
0.42450100,-0.36744285
0.42514100,-0.36744285
0.42578100,-0.36744285
0.42642100,-0.19104587
0.42706100,-0.19104587
0.42770100,-0.01525925
0.42834100,-0.01525925
0.42898100,0.16052736
0.42962100,0.16052736
0.43026100,0.16052736
0.43090100,0.33692434
0.43154100,0.33692434
0.43218100,0.33692434
0.43282100,0.33692434
0.43346100,0.33692434
0.43410100,0.51332134
0.43474100,0.51332134
0.43538100,0.51332134
0.43602100,0.51332134
0.43666100,0.51332134
0.43730100,0.51332134
0.43794100,0.51332134
0.43858100,0.51332134
0.43922100,0.51332134
0.43986100,0.51332134
0.44050100,0.51332134
0.44114100,0.51332134
0.44178100,0.51332134
0.44242100,0.51332134
0.44306100,0.33692434
0.44370100,0.33692434
0.44434100,0.33692434
0.44498100,0.33692434
0.44562100,0.16052736
0.44626100,0.16052736
0.44690100,-0.01525925
0.44754100,-0.19104587
0.44818100,-0.19104587
0.44882100,-0.19104587
0.44946100,-0.36744285
0.45010100,-0.54383981
0.45074100,-0.54383981
0.45138100,-0.72023684
0.45202100,-0.89602345
0.45266100,-0.89602345
0.45330100,-1.07242048
0.45394100,-1.24881744
0.45458100,-1.42521441
0.45522100,-1.60100102
0.45586100,-1.77739799
0.45650100,-1.77739799
0.45714100,-1.95379496
0.45778100,-2.13019204
0.45842100,-2.30597854
0.45906100,-2.48237562
0.45970100,-2.65877247
0.46034100,-2.83516955
0.46098100,-3.01095605
0.46162100,-3.18735313
0.46226100,-3.18735313
0.46290100,-3.36375022
0.46354100,-3.54014707
0.46418100,-3.71593380
0.46482100,-3.89233065
0.46546100,-4.06872749
0.46610100,-4.06872749
0.46674100,-4.24512482
0.46738100,-4.59730816
0.46802100,-4.77370548
0.46866100,-4.77370548
0.46930100,-5.12588882
0.46994100,-5.12588882
0.47058100,-5.12588882
0.47122100,-5.30228567
0.47186100,-5.30228567
0.47250100,-5.47868299
0.47314100,-5.47868299
0.47378100,-5.65507984
0.47442100,-5.83086634
0.47506100,-5.83086634
0.47570100,-6.00726318
0.47634100,-6.00726318
0.47698100,-6.00726318
0.47762100,-6.00726318
0.47826100,-6.18366051
0.47890100,-6.18366051
0.47954100,-6.18366051
0.48018100,-6.18366051
0.48082100,-6.36005735
0.48146100,-6.18366051
0.48210100,-6.18366051
0.48274100,-6.18366051
0.48338100,-6.18366051
0.48402100,-6.18366051
0.48466100,-6.00726318
0.48530100,-6.18366051
0.48594100,-6.00726318
0.48658100,-6.00726318
0.48722100,-5.83086634
0.48786100,-5.83086634
0.48850100,-5.83086634
0.48914100,-5.65507984
0.48978100,-5.47868299
0.49042100,-5.30228567
0.49106100,-5.30228567
0.49170100,-5.12588882
0.49234100,-5.12588882
0.49298100,-4.95010233
0.49362100,-4.77370548
0.49426100,-4.59730816
0.49490100,-4.42091131
0.49554100,-4.24512482
0.49618100,-4.06872749
0.49682100,-3.89233065
0.49746100,-3.89233065
0.49810100,-3.71593380
0.49874100,-3.54014707
0.49938100,-3.18735313
0.50002100,-3.18735313
0.50066100,-3.01095605
0.50130100,-2.83516955
0.50194100,-2.48237562
0.50258100,-2.30597854
0.50322100,-2.30597854
0.50386100,-1.95379496
0.50450100,-1.95379496
0.50514100,-1.60100102
0.50578100,-1.60100102
0.50642100,-1.24881744
0.50706100,-1.07242048
0.50770100,-0.89602345
0.50834100,-0.72023684
0.50898100,-0.54383981
0.50962100,-0.36744285
0.51026100,-0.36744285
0.51090100,-0.19104587
0.51154100,-0.01525925
0.51218100,0.16052736
